"","title","date_posted","position","location","url","District","Archive_Date"
"606","Sample Classified Position",NA,"Sample Classified Position","CAMPBELL COUNTY SCHOOL DISTRICT #1","https://campbell.schoolspring.com/","Campbell County Scholl District 1",2025-09-19
"607","Sample Certified Position",NA,"Sample Certified Position","CAMPBELL COUNTY SCHOOL DISTRICT #1","https://campbell.schoolspring.com/","Campbell County Scholl District 1",2025-09-19
"608","Bus Driver",NA,"Classified","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"609","Snow Removal",NA,"Classified","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"610","Snow Removal",NA,"Classified","Cokeville","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"611","Special Education Aide",NA,"Classified","Star Valley Middle School","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"612","Special Education Aide",NA,"Classified","Etna Elementary","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"613","Special Education Aide",NA,"Classified","Thayne Elementary","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"614","Title I Aide =",NA,"Classified","Etna Elementary","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"615","ELL Aide",NA,"Classified","Star Valley Middle School/Star Valley High School","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"616","Food Service",NA,"Classified","Afton Elementary","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"617","Pre K Aide",NA,"Classified","Afton","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"618","Custodian Part Time",NA,"Classified","Afton","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"619","Bus Aide Part Time",NA,"Classified","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"620","Speech Language Pathologist",NA,"Certified","District Wide","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"621","Certified Substitute Teacher Pool",NA,"Substitute","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"622","Certified Substitute Teacher Pool",NA,"Substitute","Cokeville","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"623","Substitute Custodians",NA,"Classified","District Wide","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"624","Substitute Bus Drivers",NA,"Classified","Cokeville","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"625","Substitute Bus Drivers",NA,"Classified","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"626","Substitute Bus Aides",NA,"Classified","Star Valley","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"627","Substitute Food Service (Cooks)",NA,"Classified","District Wide","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"628","Boys Basketball Coach",NA,"Coaching","Cokeville Junior High School","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"629","Assistant Volleyball Coach",NA,"Coaching","Star Valley High School","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"630","Volunteer Coach/Advisor",NA,"Coaching","District Wide","https://lcsd2.org/employment-opportunities/","Lincoln County School District 2",2025-09-19
"631","Assistant High School Boys Basketball",NA,"Coaching","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"632","Assistant High School Football",NA,"Coaching","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"633","Assistant Middle School Volleyball",NA,"Coaching","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"634","Yearbook Sponsor",NA,"Coaching","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"635","BUS DRIVER SUBSTITUTES- District Wide",NA,"Classified","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"636","CUSTODIAL SUBSTITUTE- District Wide",NA,"Classified","District","https://www.growingluskleaders.org/page/human-resources","Niobrara County School District 1",2025-09-19
"637","MS Head Boys Basketball Coach",NA,"Coaching","District","https://pcsd16.com/271372_2","Park County School District 16",2025-09-19
"638","HS Assistant Track Coach",NA,"Coaching","District","https://pcsd16.com/271372_2","Park County School District 16",2025-09-19
"639","SPECIAL EDUCATION PARAPROFESSIONAL",NA,"Classified","District","https://pcsd16.com/271372_2","Park County School District 16",2025-09-19
"640","Substitutes for all Postions",NA,"Substitute","PCSD#1 Schools, Glendo and Wheatland","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"641","Head Softball Coach",NA,"Coaching","Wheatland High School","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"642","Full Time Substitute Custodian",NA,"Classified","Glendo, WY","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"643","Full Time Paraprofessional",NA,"Classified","Wheatland Middle School","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"644","Assistant FFA Advisor",NA,"Certified","Wheatland Middle School","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"645","Substitutes for Custodians",NA,"Classified","District","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"646","Part-Time Paraprofessional",NA,"Classified","West Elementary","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"647","Full-Time Paraprofessional",NA,"Classified","WHS/Peak HS","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"648","Full-Time Custodian",NA,"Classified","PCSD#1 Schools","https://www.platte1.org/377683_4","Platte County School District 1",2025-09-19
"649","Substitute Activity Bus Drivers",NA,"Classified","District","https://www.guernseysunrise.org/page/employment","Platte County School District 2",2025-09-19
"650","MTSS Corrdinator",NA,"Certified","District","https://www.guernseysunrise.org/page/employment","Platte County School District 2",2025-09-19
"651","Junior High Boys Basketball",NA,"Other","District","https://www.guernseysunrise.org/page/employment","Platte County School District 2",2025-09-19
"652","Substitute Certified Teachers $180/Day",NA,"Substitute","District","https://www.guernseysunrise.org/page/employment","Platte County School District 2",2025-09-19
"653","Substitute Paraeducators $100/Day",NA,"Classified","District","https://www.guernseysunrise.org/page/employment","Platte County School District 2",2025-09-19
"654","Bus Driver",NA,"Classified","District","https://www.sheridan3.com/page/hr-and-career-opportunities","Sheridan County School District 3",2025-09-19
"655","Certified Substitute Teachers ($150.00 per day (plus lunch) or $75.00 per 1/2 day)",NA,"Substitute","District","https://www.sheridan3.com/page/hr-and-career-opportunities","Sheridan County School District 3",2025-09-19
"656","High School Assistant Volleyball",NA,"Coach","District","https://www.sheridan3.com/page/hr-and-career-opportunities","Sheridan County School District 3",2025-09-19
"657","Bus Driver - Bus Driver",NA,"Classified","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"658","Food Service Worker - 2025-2026",NA,"Classified","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"659","Food Service Workers - 2025-2026",NA,"Classified","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"660","HS Girls Assistant Wrestling Coach - 25-26",NA,"Coach","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"661","High School Boys Assistant Swim Coach 09/16/2025",NA,"Coach","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"662","MS Girls Wrestling Coach 25-26",NA,"Coach","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"663","Substitute Bus Driver",NA,"Classified","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"664","Substitute School Nurse",NA,"Classified","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"665","Substitutes",NA,"Substitute","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"666","Track Coach- Middle School",NA,"Coach","District","https://www.sub1.org/en-US/employment-and-human-resources-f26202d3","Sublette County School District 1",2025-09-19
"667","Middle School Basketball",NA,"Coaching","District","https://www.sublette9.org/apps/pages/index.jsp?uREC_ID=4445550&type=d&pREC_ID=2685329","Sublette County School District 9",2025-09-19
"668","Middle School Asst. Track",NA,"Coaching","District","https://www.sublette9.org/apps/pages/index.jsp?uREC_ID=4445550&type=d&pREC_ID=2685329","Sublette County School District 9",2025-09-19
"669","High School Assistant Track",NA,"Coaching","District","https://www.sublette9.org/apps/pages/index.jsp?uREC_ID=4445550&type=d&pREC_ID=2685329","Sublette County School District 9",2025-09-19
"670","All kinds of Substitutes",NA,"Substitute","District","https://www.sublette9.org/apps/pages/index.jsp?uREC_ID=4445550&type=d&pREC_ID=2685329","Sublette County School District 9",2025-09-19
"671","Full-Time Maintenance Worker",NA,"Classified","District","https://www.uinta4.com/departments/business_office/job_opportunities/current_openings","Uinta County School District 4",2025-09-19
"672","Substitutes- all positions",NA,"Substitute","District","https://www.uinta4.com/departments/business_office/job_opportunities/current_openings","Uinta County School District 4",2025-09-19
"673","Substitute Bus Drivers",NA,"Classified","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"674","Substitute School Bus Aides",NA,"Classified","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"675","High School Assitant Girls Wrestling Coach",NA,"Coaching","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"676","High School Assistant Girls Basket Ball Coach",NA,"Coaching","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"677","Middle School Girls Wrestling Coach",NA,"Coaching","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"678","Middle School 8th Grade Volleyball Coach",NA,"Coaching","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"679","Middle School Boys Basketball Coach",NA,"Coaching","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"680","Always in need of substitutes",NA,"Substitute","District","https://sites.google.com/lymanschools.org/ucsd6/home/job-openings?authuser=0","Uinta County School District 6",2025-09-19
"681","Substitute and activity BUS DRIVER",NA,"Classified","District","https://www.wsh2.k12.wy.us/apps/pages/index.jsp?uREC_ID=440610&type=d&pREC_ID=1008214","Washakie County School District 2",2025-09-19
"682","High School Girls Basketball Coach",NA,"Coaching","District","https://www.wsh2.k12.wy.us/apps/pages/index.jsp?uREC_ID=440610&type=d&pREC_ID=1008214","Washakie County School District 2",2025-09-19
"683","Special Education Case Manager Job Description",NA,"Certified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"684","Special Ed. Teacher position",NA,"Certified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"685","Paraprofessionals",NA,"Classified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"686","MS Girls Head and Assistant Wrestling Coach Positions",NA,"Coaching","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"687","Route Bus Drivers",NA,"Classified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"688","Substitutes",NA,"Substitute","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"689","Custodial-Kitchen subs",NA,"Classified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"690","Sub Bus Drive",NA,"Classified","District","https://www.wcsd1.org/apps/pages/Career_Opportunities","Weston County School District 1",2025-09-19
"691","Bus Driver (CDL preferred but willing to train)",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"692","Special Education Para professional",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"693","Substitute Teacher",NA,"Substitute","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"694","Substitute Paraprofessional",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"695","Substitute Custodian",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"696","Substitute Bus Driver (CDL preferred but willing to train)",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"697","Substitute Lunchroom Cook",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"698","Substitute Special Education Aides",NA,"Classified","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"699","Substitute Teachers",NA,"Substitute","District","https://www.weston7.org/o/wcsd/page/employment","Weston County School District 7",2025-09-19
"700","Title I paraprofessional",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"701","Transportation Assistant",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"702","Crossing Guard",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"703","Bus Driver",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"704","Child Nutrition Cook",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"705","Part-Time Custodian",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"706","Substitute Teacher",NA,"Classified","District","https://jobs.redroverk12.com/org/hotsprings1","Hot Springs County School District 1",2025-09-19
"707","Asst. Track Coach",NA,"Coaching","Buffalo High School","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"708","Custodial Staff Stubstitute",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"709","Special Education Paraprofessional",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"710","Food Service Staff Substitutes",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"711","Substitute Teacher",NA,"Substitute","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"712","Substiture Buffalo Bus Route Driver",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"713","Substitute Kaycee Bus Route Driver",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"714","Speech & Debate Sponsor",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"715","Part Time Custodian",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"716","Custodian",NA,"Classified","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"717","Asst. Boys Basketball Coach",NA,"Coaching","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"718","Asst. Girls Basketball Coach",NA,"Coaching","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"719","Asst. Girls Basketball Coach (high school level)",NA,"Coaching","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
"720","Asst. Track Coach",NA,"Coaching","District","https://jobs.redroverk12.com/org/jcsd1","Johnson County School District 1",2025-09-19
