X,title,date_posted,position,location,url,District,Archive_Date
58,Special Education Teacher,12/20/2024,Special Education,Rawlins Elementary School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
59,High Needs Special Education Teacher,2/4/2025,Special Education,Rawlins Elementary School(High-Needs School),https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
60,Special Ed. Para Professional,12/4/2024,Special Education/,Rawlins Elementary School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
61,Special Education Teacher,10/3/2024,Special Education/,Rawlins High School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
62,Special Ed. Teacher (High Needs),2/6/2024,Special Education/,Rawlins Elementary School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
63,Special Ed. Para Professionals,6/13/2024,Special Education/,Rawlins Middle School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
64,Special Ed. Para Professional,8/14/2024,Special Education/,Rawlins Middle School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
65,Substitute Teacher,4/23/2024,Substitute/,District,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
66,LSRV Substitute Teacher,4/23/2024,Substitute/,Little Snake River Valley School,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
67,Bus Detailer,9/22/2023,Transportation,Transportation,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
68,Bus Driver,11/17/2023,Transportation/,District,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
69,Substitute Bus Driver,9/13/2022,Transportation/,District,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
70,Bus Driver,9/22/2023,Transportation/,District,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
71,Substitute Bus Driver,9/22/2023,Transportation/,District,https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1,Carbon County School District 1,2/21/2025
72,Other Assistant Middle School Track Coach,6/4/2024,Athletics/Activities/,Encampment K-12,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
73,Assistant High School Boys Basketball Coach,7/31/2024,Athletics/Activities/,H-E-M Junior/Senior High School,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
74,Other Assistant Middle School Track Coach,12/10/2024,Athletics/Activities/,Saratoga Middle High School,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
75,Elementary Teacher,1/24/2025,Elementary School Teaching/,Hanna Elementary School,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
76,Occupational Therapist(s),12/22/2023,Student Support Services/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
77,Speech Language Pathologist,3/4/2022,Student Support Services/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
78,Substitute Bus Driver 2024/2025 School Year,6/13/2024,Substitute/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
79,Substitute Classroom/Special Education Aide 2024/2025 School Year,6/13/2024,Substitute/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
80,Substitute Cook Helpers 2024/2025 School Year,6/13/2024,Substitute/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
81,Substitute Custodian 2024/2025 School Year,6/13/2024,Substitute/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
82,Substitute Teacher 2024/2025 School Year,6/13/2024,Substitute/,CCSD#2,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
83,Title I Reading/Math Aide,9/24/2024,Support Staff/,Saratoga Elementary School,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
84,Title I Reading/Math Aide,9/24/2024,Support Staff/,Hanna Elementary School,https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1,Carbon County School District 2,2/21/2025
85,Assistant Junior High Track/Field Coach,1/13/2025,Athletics/Activities/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
86,High School Assistant Football Coach,2/19/2025,Athletics/Activities/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
87,Food Service Worker - Cook (Part -Time),8/14/2024,Food Service/,Converse County School District #2,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
88,Computer Science/Technology Teacher (Grades 7-12),12/6/2024,High School Teaching/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
89,Agriculture Education Teacher (7-12),12/6/2024,High School Teaching/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
90,Welding Teacher (7-12),12/6/2024,High School Teaching/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
91,Secondary Math Teacher,2/17/2025,High School Teaching/,Glenrock Jr/Sr High School,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
92,Speech Therapist/Speech Pathologist,5/3/2024,Student Support Services Certified/,Converse County School District #2,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
93,Special Education Paraprofessional,12/12/2024,Student Support Services Classified/,Converse County School District #2,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
94,Substitute Teacher/Aid/Cook/Custodian/Bus Driver/Summer Help,3/26/2019,Substitute/,Converse County School District #2,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
95,"Bus Driver (Route, Activity, Sub)",4/13/2023,Transportation/,Converse County School District #2,https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1,Converse County School Distrcit 2,2/21/2025
96,DHS Assistant Boys Soccer Coach,9/18/2024,Athletics/Activities/Extra Duty/,Douglas High School,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
97,DMS Assistant Track Coaches,1/17/2025,Athletics/Activities/Extra Duty/,Douglas Middle School,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
98,Alternative Program Counselor/Transition Coordinator,2/6/2025,Converse County School District #1/,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
99,Alternative Program Principal/District 504 Coordinator,2/7/2025,Converse County School District #1/,Central Administration,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
100,Alternative Program Teacher - Special Education,2/7/2025,Converse County School District #1/,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
101,Alternative Program Teacher,2/7/2025,Converse County School District #1/,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
102,Part-time Elementary Teacher,2/4/2025,Elementary School Teaching,Elementary Schools,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
103,Elementary Teacher,2/4/2025,Elementary School Teaching,Elementary Schools,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
104,Early Childhood Teacher,2/6/2025,Elementary School Teaching/,Douglas Primary School,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
105,Custodian - Converse County School District #1,1/16/2025,Maintenance/Custodial/,Maintenance,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
106,DMS Band Teacher,2/4/2025,Middle School Teaching/,Douglas Middle School,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
107,Part-Time Field Crew Supervisor,2/18/2025,Recreation/,Douglas Recreation Center,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
108,DRC Lifeguard,11/14/2024,Student/,Douglas Recreation Center,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
109,Special Education Paraprofessional,10/23/2024,Student Support Services,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
110,Special Education Teacher,2/4/2025,Student Support Services,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
111,Educational Sign Language Interpreter,2/10/2025,Student Support Services/,Converse County School District #1,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
112,DIS/DUES Nurse,2/4/2025,Student Support Services/,Elementary Schools,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
113,Classified Substitute Positions,7/24/2024,Substitute,Central Administration,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
114,Certified Substitute,7/24/2024,Substitute/,Central Administration,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
115,Bus Driver,6/3/2024,Transportation/,Transportation,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
116,Crossing Guard,6/18/2024,Transportation/,Transportation,https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1,Converse County School District 1,2/21/2025
117,Assistant High School Track Coach,2/4/2025,Athletics/Activities/,Sundance Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
118,Junior High Track Coach,2/3/2025,Athletics/Activities/,Moorcroft Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
119,Junior High Track Coach,2/4/2025,Athletics/Activities/,Sundance Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
120,Elementary Art Teacher (2025-2026 School Year),1/31/2025,Elementary School Teaching/,Moorcroft Elementary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
121,5th Grade Teacher (2025-2026 School Year),2/12/2025,Elementary School Teaching/,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
122,5th Grade Teacher (2025-2026 School Year),2/12/2025,Elementary School Teaching/,Moorcroft Elementary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
123,2nd Grade Teacher (2025-2026 School Year),2/13/2025,Elementary School Teaching/,Moorcroft Elementary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
124,Agriculture Education Teacher,2/3/2025,High School Teaching/,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
125,Agriculture Education Teacher,1/31/2025,High School Teaching/,Sundance Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
126,K-12 Music Teacher,2/4/2025,High School Teaching/,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
127,Junior High PE Teacher,2/3/2025,High School Teaching/,Moorcroft Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
128,Part-Time Custodian,2/12/2025,Maintenance/Custodial/,Moorcroft Elementary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
129,Junior High English Teacher,2/17/2025,Middle School Teaching/,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
130,Substitute Bus Drivers,11/2/2023,Substitute/,District Wide,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
131,Substitute Custodian,2/8/2024,Substitute/,District Wide,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
132,Substitute Paraprofessional,2/8/2024,Substitute/,District Wide,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
133,Substitute Teacher,2/8/2024,Substitute/,District Wide,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
134,District Wide Transportation Mechanic,2/3/2025,Support Staff,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
135,Full-Time SPED Paraprofessional,2/12/2025,Support Staff/,Moorcroft Elementary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
136,Route Bus Driver - Sundance,9/18/2024,Support Staff/,Sundance Secondary,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
137,Route Bus Driver - Hulett,12/30/2024,Support Staff/,Hulett K-12,https://www.applitrack.com/crook/onlineapp/default.aspx?all=1,Crook County school District 1,2/21/2025
138,Assistant Principal,1/30/2025,Administration/,Gannett Peak Elementary,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
139,Assistant Track Coach (At-Will),2/3/2025,Athletics/Activities/,Lander Valley High School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
140,Freshman Girls Volleyball Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Valley High School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
141,Head Volleyball Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Valley High School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
142,Head 7th Volleyball Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
143,Assistant 7th Volleyball Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
144,Assistant Cross Country Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
145,Freshman Football Coach (At-Will),2/7/2025,Athletics/Activities/,Lander Valley High School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
146,Head 8th Football Coach (At-Will),2/7/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
147,Assistant 7th Football Coach (At-Will),2/6/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
148,Assistant Girls Soccer Coach (2025 season only),11/6/2024,Athletics/Activities/,Lander Valley High School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
149,Assistant Girls Soccer Coach,1/9/2025,Athletics/Activities/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
150,Elementary Teacher,1/23/2025,Certified Teaching/,Gannett Peak Elementary,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
151,Elementary Teacher,1/29/2025,Certified Teaching/,Baldwin Creek Elementary,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
152,Language Arts Teacher,2/12/2025,Certified Teaching/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
153,Family and Consumer Science Teacher,2/7/2025,Certified Teaching/,Lander Middle School,https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1,Fremont County School District 1,2/21/2025
