"","Broad_Category","Archive_Date","District","sum"
"1","Art","2025-01-17","Total",1
"2","Art","2025-01-24","Total",3
"3","Art","2025-01-31","Total",4
"4","Art","2025-02-07","Total",4
"5","Art","2025-02-14","Total",4
"6","Art","2025-02-21","Total",4
"7","Art","2025-02-28","Total",4
"8","Art","2025-03-07","Total",4
"9","Art","2025-03-14","Total",7
"10","Art","2025-03-21","Total",4
"11","Art","2025-03-28","Total",6
"12","Art","2025-04-04","Total",8
"13","Art","2025-04-11","Total",8
"14","Art","2025-04-18","Total",7
"15","Art","2025-04-25","Total",8
"16","Art","2025-05-02","Total",8
"17","Art","2025-05-09","Total",8
"18","Art","2025-05-16","Total",6
"19","Art","2025-05-23","Total",3
"20","Art","2025-05-30","Total",2
"21","Art","2025-06-06","Total",2
"22","Art","2025-06-13","Total",2
"23","Art","2025-06-20","Total",2
"24","Art","2025-06-27","Total",1
"25","Art","2025-07-04","Total",1
"26","Art","2025-07-11","Total",1
"27","Art","2025-07-18","Total",2
"28","Art","2025-07-25","Total",2
"29","Art","2025-08-01","Total",1
"30","Art","2025-08-08","Total",1
"31","Art","2025-08-15","Total",1
"32","Art","2025-08-22","Total",1
"33","Art","2025-08-29","Total",1
"34","Art","2025-11-07","Total",1
"35","Art","2025-11-14","Total",2
"36","Art","2025-11-21","Total",2
"37","Art","2025-11-28","Total",2
"38","Art","2025-12-05","Total",2
"39","Art","2025-12-12","Total",3
"40","Art","2025-12-19","Total",3
"41","Art","2025-12-26","Total",3
"42","Art","2026-01-02","Total",3
"43","Art","2026-01-09","Total",2
"44","Art","2026-01-16","Total",3
"45","Art","2026-01-23","Total",3
"46","Art","2026-01-30","Total",4
"47","Art","2026-02-06","Total",3
"48","Art","2026-02-13","Total",4
"49","Art","2026-02-20","Total",5
"50","Art","2026-02-27","Total",3
"51","CTE","2024-08-09","Total",10
"52","CTE","2024-08-16","Total",3
"53","CTE","2024-08-23","Total",2
"54","CTE","2024-08-30","Total",1
"55","CTE","2024-09-06","Total",1
"56","CTE","2024-09-13","Total",1
"57","CTE","2024-09-20","Total",1
"58","CTE","2024-09-27","Total",1
"59","CTE","2024-10-04","Total",1
"60","CTE","2024-10-11","Total",1
"61","CTE","2024-10-18","Total",1
"62","CTE","2024-10-25","Total",1
"63","CTE","2024-11-01","Total",1
"64","CTE","2024-11-08","Total",1
"65","CTE","2024-11-15","Total",1
"66","CTE","2024-11-22","Total",2
"67","CTE","2024-11-29","Total",2
"68","CTE","2024-12-06","Total",5
"69","CTE","2024-12-13","Total",5
"70","CTE","2024-12-20","Total",6
"71","CTE","2024-12-27","Total",6
"72","CTE","2025-01-03","Total",5
"73","CTE","2025-01-10","Total",5
"74","CTE","2025-01-17","Total",5
"75","CTE","2025-01-24","Total",7
"76","CTE","2025-01-31","Total",8
"77","CTE","2025-02-07","Total",12
"78","CTE","2025-02-14","Total",15
"79","CTE","2025-02-21","Total",16
"80","CTE","2025-02-28","Total",18
"81","CTE","2025-03-07","Total",19
"82","CTE","2025-03-14","Total",23
"83","CTE","2025-03-21","Total",20
"84","CTE","2025-03-28","Total",20
"85","CTE","2025-04-04","Total",15
"86","CTE","2025-04-11","Total",20
"87","CTE","2025-04-18","Total",16
"88","CTE","2025-04-25","Total",17
"89","CTE","2025-05-02","Total",15
"90","CTE","2025-05-09","Total",18
"91","CTE","2025-05-16","Total",18
"92","CTE","2025-05-23","Total",17
"93","CTE","2025-05-30","Total",14
"94","CTE","2025-06-06","Total",13
"95","CTE","2025-06-13","Total",11
"96","CTE","2025-06-20","Total",9
"97","CTE","2025-06-27","Total",7
"98","CTE","2025-07-04","Total",8
"99","CTE","2025-07-11","Total",8
"100","CTE","2025-07-18","Total",8
"101","CTE","2025-07-25","Total",9
"102","CTE","2025-08-01","Total",9
"103","CTE","2025-08-08","Total",7
"104","CTE","2025-08-15","Total",4
"105","CTE","2025-08-22","Total",4
"106","CTE","2025-08-29","Total",4
"107","CTE","2025-09-05","Total",2
"108","CTE","2025-09-12","Total",2
"109","CTE","2025-09-19","Total",2
"110","CTE","2025-09-26","Total",2
"111","CTE","2025-10-03","Total",1
"112","CTE","2025-10-10","Total",1
"113","CTE","2025-10-31","Total",1
"114","CTE","2025-11-07","Total",3
"115","CTE","2025-11-14","Total",3
"116","CTE","2025-11-21","Total",4
"117","CTE","2025-11-28","Total",4
"118","CTE","2025-12-05","Total",4
"119","CTE","2025-12-12","Total",6
"120","CTE","2025-12-19","Total",6
"121","CTE","2025-12-26","Total",6
"122","CTE","2026-01-02","Total",6
"123","CTE","2026-01-09","Total",5
"124","CTE","2026-01-16","Total",3
"125","CTE","2026-01-23","Total",3
"126","CTE","2026-01-30","Total",3
"127","CTE","2026-02-06","Total",4
"128","CTE","2026-02-13","Total",6
"129","CTE","2026-02-20","Total",6
"130","CTE","2026-02-27","Total",7
"131","Early Childhood","2024-08-09","Total",7
"132","Early Childhood","2024-08-16","Total",4
"133","Early Childhood","2024-08-23","Total",4
"134","Early Childhood","2024-08-30","Total",2
"135","Early Childhood","2024-09-06","Total",3
"136","Early Childhood","2024-09-13","Total",3
"137","Early Childhood","2024-09-20","Total",3
"138","Early Childhood","2024-09-27","Total",3
"139","Early Childhood","2024-10-04","Total",3
"140","Early Childhood","2024-10-11","Total",4
"141","Early Childhood","2024-10-18","Total",5
"142","Early Childhood","2024-10-25","Total",5
"143","Early Childhood","2024-11-01","Total",5
"144","Early Childhood","2024-11-08","Total",4
"145","Early Childhood","2024-11-15","Total",4
"146","Early Childhood","2024-11-22","Total",5
"147","Early Childhood","2024-11-29","Total",5
"148","Early Childhood","2024-12-06","Total",6
"149","Early Childhood","2024-12-13","Total",6
"150","Early Childhood","2024-12-20","Total",5
"151","Early Childhood","2024-12-27","Total",5
"152","Early Childhood","2025-01-03","Total",5
"153","Early Childhood","2025-01-10","Total",5
"154","Early Childhood","2025-01-17","Total",4
"155","Early Childhood","2025-01-24","Total",2
"156","Early Childhood","2025-01-31","Total",1
"157","Early Childhood","2025-02-07","Total",1
"158","Early Childhood","2025-02-14","Total",3
"159","Early Childhood","2025-02-21","Total",3
"160","Early Childhood","2025-02-28","Total",3
"161","Early Childhood","2025-03-07","Total",2
"162","Early Childhood","2025-03-14","Total",4
"163","Early Childhood","2025-03-21","Total",4
"164","Early Childhood","2025-03-28","Total",4
"165","Early Childhood","2025-04-04","Total",5
"166","Early Childhood","2025-04-11","Total",3
"167","Early Childhood","2025-04-18","Total",4
"168","Early Childhood","2025-04-25","Total",5
"169","Early Childhood","2025-05-02","Total",7
"170","Early Childhood","2025-05-09","Total",5
"171","Early Childhood","2025-05-16","Total",4
"172","Early Childhood","2025-05-23","Total",4
"173","Early Childhood","2025-05-30","Total",4
"174","Early Childhood","2025-06-06","Total",4
"175","Early Childhood","2025-06-13","Total",4
"176","Early Childhood","2025-06-20","Total",4
"177","Early Childhood","2025-06-27","Total",4
"178","Early Childhood","2025-07-04","Total",4
"179","Early Childhood","2025-07-11","Total",4
"180","Early Childhood","2025-07-18","Total",4
"181","Early Childhood","2025-07-25","Total",4
"182","Early Childhood","2025-08-01","Total",3
"183","Early Childhood","2025-08-08","Total",4
"184","Early Childhood","2025-08-15","Total",4
"185","Early Childhood","2025-08-22","Total",3
"186","Early Childhood","2025-08-29","Total",3
"187","Early Childhood","2025-09-05","Total",3
"188","Early Childhood","2025-09-12","Total",1
"189","Early Childhood","2025-09-19","Total",1
"190","Early Childhood","2025-09-26","Total",2
"191","Early Childhood","2025-10-03","Total",2
"192","Early Childhood","2025-10-10","Total",2
"193","Early Childhood","2025-10-17","Total",2
"194","Early Childhood","2025-10-24","Total",2
"195","Early Childhood","2025-10-31","Total",1
"196","Early Childhood","2025-11-07","Total",1
"197","Early Childhood","2025-11-14","Total",1
"198","Early Childhood","2026-01-09","Total",1
"199","Early Childhood","2026-01-16","Total",2
"200","Early Childhood","2026-01-23","Total",2
"201","Early Childhood","2026-01-30","Total",2
"202","Early Childhood","2026-02-06","Total",2
"203","Early Childhood","2026-02-13","Total",2
"204","Early Childhood","2026-02-20","Total",2
"205","Early Childhood","2026-02-27","Total",2
"206","Elementary","2024-08-09","Total",18
"207","Elementary","2024-08-16","Total",8
"208","Elementary","2024-08-23","Total",6
"209","Elementary","2024-08-30","Total",8
"210","Elementary","2024-09-06","Total",6
"211","Elementary","2024-09-13","Total",7
"212","Elementary","2024-09-20","Total",5
"213","Elementary","2024-09-27","Total",7
"214","Elementary","2024-10-04","Total",9
"215","Elementary","2024-10-11","Total",8
"216","Elementary","2024-10-18","Total",5
"217","Elementary","2024-10-25","Total",5
"218","Elementary","2024-11-01","Total",6
"219","Elementary","2024-11-08","Total",5
"220","Elementary","2024-11-15","Total",7
"221","Elementary","2024-11-22","Total",7
"222","Elementary","2024-11-29","Total",7
"223","Elementary","2024-12-06","Total",7
"224","Elementary","2024-12-13","Total",6
"225","Elementary","2024-12-20","Total",8
"226","Elementary","2024-12-27","Total",8
"227","Elementary","2025-01-03","Total",10
"228","Elementary","2025-01-10","Total",11
"229","Elementary","2025-01-17","Total",10
"230","Elementary","2025-01-24","Total",16
"231","Elementary","2025-01-31","Total",17
"232","Elementary","2025-02-07","Total",23
"233","Elementary","2025-02-14","Total",35
"234","Elementary","2025-02-21","Total",41
"235","Elementary","2025-02-28","Total",36
"236","Elementary","2025-03-07","Total",40
"237","Elementary","2025-03-14","Total",64
"238","Elementary","2025-03-21","Total",64
"239","Elementary","2025-03-28","Total",56
"240","Elementary","2025-04-04","Total",65
"241","Elementary","2025-04-11","Total",56
"242","Elementary","2025-04-18","Total",42
"243","Elementary","2025-04-25","Total",44
"244","Elementary","2025-05-02","Total",46
"245","Elementary","2025-05-09","Total",53
"246","Elementary","2025-05-16","Total",53
"247","Elementary","2025-05-23","Total",57
"248","Elementary","2025-05-30","Total",45
"249","Elementary","2025-06-06","Total",35
"250","Elementary","2025-06-13","Total",35
"251","Elementary","2025-06-20","Total",29
"252","Elementary","2025-06-27","Total",27
"253","Elementary","2025-07-04","Total",23
"254","Elementary","2025-07-11","Total",21
"255","Elementary","2025-07-18","Total",19
"256","Elementary","2025-07-25","Total",19
"257","Elementary","2025-08-01","Total",24
"258","Elementary","2025-08-08","Total",11
"259","Elementary","2025-08-15","Total",11
"260","Elementary","2025-08-22","Total",12
"261","Elementary","2025-08-29","Total",10
"262","Elementary","2025-09-05","Total",3
"263","Elementary","2025-09-12","Total",4
"264","Elementary","2025-09-19","Total",8
"265","Elementary","2025-09-26","Total",7
"266","Elementary","2025-10-03","Total",7
"267","Elementary","2025-10-10","Total",7
"268","Elementary","2025-10-17","Total",5
"269","Elementary","2025-10-24","Total",5
"270","Elementary","2025-10-31","Total",6
"271","Elementary","2025-11-07","Total",13
"272","Elementary","2025-11-14","Total",11
"273","Elementary","2025-11-21","Total",11
"274","Elementary","2025-11-28","Total",9
"275","Elementary","2025-12-05","Total",10
"276","Elementary","2025-12-12","Total",13
"277","Elementary","2025-12-19","Total",12
"278","Elementary","2025-12-26","Total",13
"279","Elementary","2026-01-02","Total",12
"280","Elementary","2026-01-09","Total",13
"281","Elementary","2026-01-16","Total",15
"282","Elementary","2026-01-23","Total",15
"283","Elementary","2026-01-30","Total",15
"284","Elementary","2026-02-06","Total",21
"285","Elementary","2026-02-13","Total",24
"286","Elementary","2026-02-20","Total",35
"287","Elementary","2026-02-27","Total",41
"288","English Language Arts Secondary","2024-08-09","Total",14
"289","English Language Arts Secondary","2024-08-16","Total",6
"290","English Language Arts Secondary","2024-08-23","Total",4
"291","English Language Arts Secondary","2024-08-30","Total",4
"292","English Language Arts Secondary","2024-09-06","Total",4
"293","English Language Arts Secondary","2024-09-13","Total",4
"294","English Language Arts Secondary","2024-09-20","Total",4
"295","English Language Arts Secondary","2024-09-27","Total",4
"296","English Language Arts Secondary","2024-10-04","Total",4
"297","English Language Arts Secondary","2024-10-11","Total",5
"298","English Language Arts Secondary","2024-10-18","Total",3
"299","English Language Arts Secondary","2024-10-25","Total",3
"300","English Language Arts Secondary","2024-11-01","Total",3
"301","English Language Arts Secondary","2024-11-08","Total",4
"302","English Language Arts Secondary","2024-11-15","Total",5
"303","English Language Arts Secondary","2024-11-22","Total",6
"304","English Language Arts Secondary","2024-11-29","Total",5
"305","English Language Arts Secondary","2024-12-06","Total",4
"306","English Language Arts Secondary","2024-12-13","Total",4
"307","English Language Arts Secondary","2024-12-20","Total",4
"308","English Language Arts Secondary","2024-12-27","Total",4
"309","English Language Arts Secondary","2025-01-03","Total",4
"310","English Language Arts Secondary","2025-01-10","Total",5
"311","English Language Arts Secondary","2025-01-17","Total",4
"312","English Language Arts Secondary","2025-01-24","Total",6
"313","English Language Arts Secondary","2025-01-31","Total",6
"314","English Language Arts Secondary","2025-02-07","Total",6
"315","English Language Arts Secondary","2025-02-14","Total",10
"316","English Language Arts Secondary","2025-02-21","Total",14
"317","English Language Arts Secondary","2025-02-28","Total",18
"318","English Language Arts Secondary","2025-03-07","Total",17
"319","English Language Arts Secondary","2025-03-14","Total",20
"320","English Language Arts Secondary","2025-03-21","Total",20
"321","English Language Arts Secondary","2025-03-28","Total",23
"322","English Language Arts Secondary","2025-04-04","Total",19
"323","English Language Arts Secondary","2025-04-11","Total",18
"324","English Language Arts Secondary","2025-04-18","Total",11
"325","English Language Arts Secondary","2025-04-25","Total",9
"326","English Language Arts Secondary","2025-05-02","Total",7
"327","English Language Arts Secondary","2025-05-09","Total",6
"328","English Language Arts Secondary","2025-05-16","Total",9
"329","English Language Arts Secondary","2025-05-23","Total",7
"330","English Language Arts Secondary","2025-05-30","Total",4
"331","English Language Arts Secondary","2025-06-06","Total",5
"332","English Language Arts Secondary","2025-06-13","Total",5
"333","English Language Arts Secondary","2025-06-20","Total",6
"334","English Language Arts Secondary","2025-06-27","Total",6
"335","English Language Arts Secondary","2025-07-04","Total",4
"336","English Language Arts Secondary","2025-07-11","Total",4
"337","English Language Arts Secondary","2025-07-18","Total",1
"338","English Language Arts Secondary","2025-08-08","Total",2
"339","English Language Arts Secondary","2025-09-26","Total",1
"340","English Language Arts Secondary","2025-10-03","Total",1
"341","English Language Arts Secondary","2025-10-10","Total",1
"342","English Language Arts Secondary","2025-10-17","Total",1
"343","English Language Arts Secondary","2025-12-05","Total",1
"344","English Language Arts Secondary","2025-12-12","Total",1
"345","English Language Arts Secondary","2025-12-19","Total",3
"346","English Language Arts Secondary","2025-12-26","Total",5
"347","English Language Arts Secondary","2026-01-02","Total",4
"348","English Language Arts Secondary","2026-01-09","Total",3
"349","English Language Arts Secondary","2026-01-16","Total",2
"350","English Language Arts Secondary","2026-01-23","Total",2
"351","English Language Arts Secondary","2026-01-30","Total",3
"352","English Language Arts Secondary","2026-02-06","Total",4
"353","English Language Arts Secondary","2026-02-13","Total",6
"354","English Language Arts Secondary","2026-02-20","Total",10
"355","English Language Arts Secondary","2026-02-27","Total",12
"356","Lanugage","2024-08-09","Total",7
"357","Lanugage","2024-08-16","Total",3
"358","Lanugage","2024-08-23","Total",3
"359","Lanugage","2024-08-30","Total",3
"360","Lanugage","2024-09-06","Total",2
"361","Lanugage","2024-09-13","Total",2
"362","Lanugage","2024-09-20","Total",2
"363","Lanugage","2024-09-27","Total",2
"364","Lanugage","2024-10-04","Total",2
"365","Lanugage","2024-10-11","Total",2
"366","Lanugage","2024-10-18","Total",1
"367","Lanugage","2024-10-25","Total",1
"368","Lanugage","2024-11-01","Total",1
"369","Lanugage","2024-11-08","Total",1
"370","Lanugage","2024-11-15","Total",1
"371","Lanugage","2024-11-22","Total",1
"372","Lanugage","2024-11-29","Total",1
"373","Lanugage","2024-12-06","Total",1
"374","Lanugage","2024-12-13","Total",3
"375","Lanugage","2024-12-20","Total",4
"376","Lanugage","2024-12-27","Total",4
"377","Lanugage","2025-01-03","Total",4
"378","Lanugage","2025-01-10","Total",5
"379","Lanugage","2025-01-17","Total",3
"380","Lanugage","2025-01-24","Total",6
"381","Lanugage","2025-01-31","Total",3
"382","Lanugage","2025-02-07","Total",5
"383","Lanugage","2025-02-14","Total",6
"384","Lanugage","2025-02-21","Total",5
"385","Lanugage","2025-02-28","Total",7
"386","Lanugage","2025-03-07","Total",5
"387","Lanugage","2025-03-14","Total",6
"388","Lanugage","2025-03-21","Total",5
"389","Lanugage","2025-03-28","Total",9
"390","Lanugage","2025-04-04","Total",10
"391","Lanugage","2025-04-11","Total",9
"392","Lanugage","2025-04-18","Total",7
"393","Lanugage","2025-04-25","Total",7
"394","Lanugage","2025-05-02","Total",7
"395","Lanugage","2025-05-09","Total",6
"396","Lanugage","2025-05-16","Total",4
"397","Lanugage","2025-05-23","Total",5
"398","Lanugage","2025-05-30","Total",4
"399","Lanugage","2025-06-06","Total",5
"400","Lanugage","2025-06-13","Total",6
"401","Lanugage","2025-06-20","Total",4
"402","Lanugage","2025-06-27","Total",3
"403","Lanugage","2025-07-04","Total",4
"404","Lanugage","2025-07-11","Total",6
"405","Lanugage","2025-07-18","Total",4
"406","Lanugage","2025-07-25","Total",5
"407","Lanugage","2025-08-01","Total",7
"408","Lanugage","2025-08-08","Total",4
"409","Lanugage","2025-08-15","Total",4
"410","Lanugage","2025-08-22","Total",5
"411","Lanugage","2025-08-29","Total",4
"412","Lanugage","2025-09-05","Total",3
"413","Lanugage","2025-09-12","Total",3
"414","Lanugage","2025-09-19","Total",3
"415","Lanugage","2025-09-26","Total",5
"416","Lanugage","2025-10-03","Total",4
"417","Lanugage","2025-10-10","Total",4
"418","Lanugage","2025-10-17","Total",3
"419","Lanugage","2025-10-24","Total",2
"420","Lanugage","2025-10-31","Total",2
"421","Lanugage","2025-11-07","Total",2
"422","Lanugage","2025-11-14","Total",2
"423","Lanugage","2025-11-21","Total",2
"424","Lanugage","2025-11-28","Total",2
"425","Lanugage","2025-12-05","Total",2
"426","Lanugage","2025-12-12","Total",2
"427","Lanugage","2025-12-19","Total",2
"428","Lanugage","2025-12-26","Total",3
"429","Lanugage","2026-01-02","Total",2
"430","Lanugage","2026-01-09","Total",2
"431","Lanugage","2026-01-16","Total",2
"432","Lanugage","2026-01-23","Total",4
"433","Lanugage","2026-01-30","Total",5
"434","Lanugage","2026-02-06","Total",5
"435","Lanugage","2026-02-13","Total",6
"436","Lanugage","2026-02-20","Total",7
"437","Lanugage","2026-02-27","Total",6
"438","Music","2024-08-09","Total",17
"439","Music","2024-08-16","Total",8
"440","Music","2024-08-23","Total",9
"441","Music","2024-08-30","Total",8
"442","Music","2024-09-06","Total",8
"443","Music","2024-09-13","Total",8
"444","Music","2024-09-20","Total",8
"445","Music","2024-09-27","Total",8
"446","Music","2024-10-04","Total",8
"447","Music","2024-10-11","Total",8
"448","Music","2024-10-18","Total",8
"449","Music","2024-10-25","Total",8
"450","Music","2024-11-01","Total",8
"451","Music","2024-11-08","Total",8
"452","Music","2024-11-15","Total",8
"453","Music","2024-11-22","Total",8
"454","Music","2024-11-29","Total",8
"455","Music","2024-12-06","Total",8
"456","Music","2024-12-13","Total",8
"457","Music","2024-12-20","Total",10
"458","Music","2024-12-27","Total",10
"459","Music","2025-01-03","Total",9
"460","Music","2025-01-10","Total",9
"461","Music","2025-01-17","Total",7
"462","Music","2025-01-24","Total",10
"463","Music","2025-01-31","Total",9
"464","Music","2025-02-07","Total",11
"465","Music","2025-02-14","Total",10
"466","Music","2025-02-21","Total",11
"467","Music","2025-02-28","Total",14
"468","Music","2025-03-07","Total",14
"469","Music","2025-03-14","Total",17
"470","Music","2025-03-21","Total",17
"471","Music","2025-03-28","Total",19
"472","Music","2025-04-04","Total",21
"473","Music","2025-04-11","Total",21
"474","Music","2025-04-18","Total",17
"475","Music","2025-04-25","Total",18
"476","Music","2025-05-02","Total",15
"477","Music","2025-05-09","Total",16
"478","Music","2025-05-16","Total",16
"479","Music","2025-05-23","Total",15
"480","Music","2025-05-30","Total",13
"481","Music","2025-06-06","Total",12
"482","Music","2025-06-13","Total",10
"483","Music","2025-06-20","Total",10
"484","Music","2025-06-27","Total",9
"485","Music","2025-07-04","Total",8
"486","Music","2025-07-11","Total",8
"487","Music","2025-07-18","Total",8
"488","Music","2025-07-25","Total",8
"489","Music","2025-08-01","Total",9
"490","Music","2025-08-08","Total",8
"491","Music","2025-08-15","Total",8
"492","Music","2025-08-22","Total",8
"493","Music","2025-08-29","Total",8
"494","Music","2025-09-05","Total",8
"495","Music","2025-09-12","Total",8
"496","Music","2025-09-19","Total",9
"497","Music","2025-09-26","Total",9
"498","Music","2025-10-03","Total",9
"499","Music","2025-10-10","Total",9
"500","Music","2025-10-17","Total",9
"501","Music","2025-10-24","Total",9
"502","Music","2025-10-31","Total",7
"503","Music","2025-11-07","Total",9
"504","Music","2025-11-14","Total",9
"505","Music","2025-11-21","Total",7
"506","Music","2025-11-28","Total",7
"507","Music","2025-12-05","Total",7
"508","Music","2025-12-12","Total",7
"509","Music","2025-12-19","Total",6
"510","Music","2025-12-26","Total",6
"511","Music","2026-01-02","Total",6
"512","Music","2026-01-09","Total",6
"513","Music","2026-01-16","Total",5
"514","Music","2026-01-23","Total",5
"515","Music","2026-01-30","Total",5
"516","Music","2026-02-06","Total",6
"517","Music","2026-02-13","Total",9
"518","Music","2026-02-20","Total",9
"519","Music","2026-02-27","Total",8
"520","Other","2024-08-09","Total",52
"521","Other","2024-08-16","Total",29
"522","Other","2024-08-23","Total",20
"523","Other","2024-08-30","Total",18
"524","Other","2024-09-06","Total",20
"525","Other","2024-09-13","Total",17
"526","Other","2024-09-20","Total",16
"527","Other","2024-09-27","Total",16
"528","Other","2024-10-04","Total",15
"529","Other","2024-10-11","Total",15
"530","Other","2024-10-18","Total",15
"531","Other","2024-10-25","Total",12
"532","Other","2024-11-01","Total",13
"533","Other","2024-11-08","Total",13
"534","Other","2024-11-15","Total",16
"535","Other","2024-11-22","Total",17
"536","Other","2024-11-29","Total",17
"537","Other","2024-12-06","Total",16
"538","Other","2024-12-13","Total",17
"539","Other","2024-12-20","Total",18
"540","Other","2024-12-27","Total",18
"541","Other","2025-01-03","Total",17
"542","Other","2025-01-10","Total",17
"543","Other","2025-01-17","Total",6
"544","Other","2025-01-24","Total",12
"545","Other","2025-01-31","Total",13
"546","Other","2025-02-07","Total",14
"547","Other","2025-02-14","Total",16
"548","Other","2025-02-21","Total",18
"549","Other","2025-02-28","Total",23
"550","Other","2025-03-07","Total",22
"551","Other","2025-03-14","Total",29
"552","Other","2025-03-21","Total",25
"553","Other","2025-03-28","Total",26
"554","Other","2025-04-04","Total",26
"555","Other","2025-04-11","Total",22
"556","Other","2025-04-18","Total",27
"557","Other","2025-04-25","Total",32
"558","Other","2025-05-02","Total",34
"559","Other","2025-05-09","Total",38
"560","Other","2025-05-16","Total",35
"561","Other","2025-05-23","Total",29
"562","Other","2025-05-30","Total",21
"563","Other","2025-06-06","Total",18
"564","Other","2025-06-13","Total",18
"565","Other","2025-06-20","Total",20
"566","Other","2025-06-27","Total",22
"567","Other","2025-07-04","Total",19
"568","Other","2025-07-11","Total",23
"569","Other","2025-07-18","Total",26
"570","Other","2025-07-25","Total",20
"571","Other","2025-08-01","Total",26
"572","Other","2025-08-08","Total",14
"573","Other","2025-08-15","Total",14
"574","Other","2025-08-22","Total",14
"575","Other","2025-08-29","Total",13
"576","Other","2025-09-05","Total",6
"577","Other","2025-09-12","Total",8
"578","Other","2025-09-19","Total",6
"579","Other","2025-09-26","Total",10
"580","Other","2025-10-03","Total",4
"581","Other","2025-10-10","Total",3
"582","Other","2025-10-17","Total",3
"583","Other","2025-10-24","Total",4
"584","Other","2025-10-31","Total",6
"585","Other","2025-11-07","Total",11
"586","Other","2025-11-14","Total",9
"587","Other","2025-11-21","Total",10
"588","Other","2025-11-28","Total",10
"589","Other","2025-12-05","Total",9
"590","Other","2025-12-12","Total",9
"591","Other","2025-12-19","Total",9
"592","Other","2025-12-26","Total",9
"593","Other","2026-01-02","Total",9
"594","Other","2026-01-09","Total",9
"595","Other","2026-01-16","Total",11
"596","Other","2026-01-23","Total",13
"597","Other","2026-01-30","Total",14
"598","Other","2026-02-06","Total",16
"599","Other","2026-02-13","Total",15
"600","Other","2026-02-20","Total",21
"601","Other","2026-02-27","Total",21
"602","Physical Education","2024-08-09","Total",6
"603","Physical Education","2024-08-16","Total",3
"604","Physical Education","2024-08-23","Total",3
"605","Physical Education","2024-08-30","Total",2
"606","Physical Education","2024-09-06","Total",2
"607","Physical Education","2024-09-13","Total",2
"608","Physical Education","2024-09-20","Total",2
"609","Physical Education","2024-09-27","Total",2
"610","Physical Education","2024-10-04","Total",2
"611","Physical Education","2024-10-11","Total",2
"612","Physical Education","2024-10-18","Total",2
"613","Physical Education","2024-10-25","Total",2
"614","Physical Education","2024-11-01","Total",2
"615","Physical Education","2024-11-08","Total",2
"616","Physical Education","2024-11-15","Total",2
"617","Physical Education","2024-11-22","Total",2
"618","Physical Education","2024-11-29","Total",2
"619","Physical Education","2024-12-06","Total",2
"620","Physical Education","2024-12-13","Total",2
"621","Physical Education","2024-12-20","Total",3
"622","Physical Education","2024-12-27","Total",3
"623","Physical Education","2025-01-03","Total",3
"624","Physical Education","2025-01-10","Total",3
"625","Physical Education","2025-01-17","Total",3
"626","Physical Education","2025-01-24","Total",3
"627","Physical Education","2025-01-31","Total",4
"628","Physical Education","2025-02-07","Total",5
"629","Physical Education","2025-02-14","Total",3
"630","Physical Education","2025-02-21","Total",7
"631","Physical Education","2025-02-28","Total",8
"632","Physical Education","2025-03-07","Total",6
"633","Physical Education","2025-03-14","Total",10
"634","Physical Education","2025-03-21","Total",10
"635","Physical Education","2025-03-28","Total",7
"636","Physical Education","2025-04-04","Total",8
"637","Physical Education","2025-04-11","Total",6
"638","Physical Education","2025-04-18","Total",7
"639","Physical Education","2025-04-25","Total",7
"640","Physical Education","2025-05-02","Total",7
"641","Physical Education","2025-05-09","Total",7
"642","Physical Education","2025-05-16","Total",6
"643","Physical Education","2025-05-23","Total",5
"644","Physical Education","2025-05-30","Total",2
"645","Physical Education","2025-06-06","Total",3
"646","Physical Education","2025-06-13","Total",2
"647","Physical Education","2025-06-20","Total",2
"648","Physical Education","2025-06-27","Total",1
"649","Physical Education","2025-07-04","Total",2
"650","Physical Education","2025-07-11","Total",3
"651","Physical Education","2025-07-18","Total",2
"652","Physical Education","2025-07-25","Total",3
"653","Physical Education","2025-08-01","Total",2
"654","Physical Education","2025-08-08","Total",2
"655","Physical Education","2025-08-15","Total",2
"656","Physical Education","2025-08-22","Total",1
"657","Physical Education","2025-12-19","Total",1
"658","Physical Education","2025-12-26","Total",1
"659","Physical Education","2026-01-02","Total",1
"660","Physical Education","2026-01-16","Total",1
"661","Physical Education","2026-01-23","Total",2
"662","Physical Education","2026-01-30","Total",1
"663","Physical Education","2026-02-06","Total",1
"664","Physical Education","2026-02-13","Total",2
"665","Physical Education","2026-02-20","Total",2
"666","Physical Education","2026-02-27","Total",2
"667","STEM","2024-08-09","Total",23
"668","STEM","2024-08-16","Total",10
"669","STEM","2024-08-23","Total",9
"670","STEM","2024-08-30","Total",9
"671","STEM","2024-09-06","Total",9
"672","STEM","2024-09-13","Total",7
"673","STEM","2024-09-20","Total",8
"674","STEM","2024-09-27","Total",8
"675","STEM","2024-10-04","Total",8
"676","STEM","2024-10-11","Total",9
"677","STEM","2024-10-18","Total",11
"678","STEM","2024-10-25","Total",12
"679","STEM","2024-11-01","Total",11
"680","STEM","2024-11-08","Total",10
"681","STEM","2024-11-15","Total",7
"682","STEM","2024-11-22","Total",9
"683","STEM","2024-11-29","Total",10
"684","STEM","2024-12-06","Total",8
"685","STEM","2024-12-13","Total",8
"686","STEM","2024-12-20","Total",6
"687","STEM","2024-12-27","Total",6
"688","STEM","2025-01-03","Total",6
"689","STEM","2025-01-10","Total",6
"690","STEM","2025-01-17","Total",5
