"","Category","Archive_Date","Institution","sum"
"2421","Humanities",2026-01-23,"University of Wyoming",1
"2422","Humanities",2026-01-30,"Laramie County Community College",3
"2423","Humanities",2026-01-30,"Sheridan College",2
"2424","Humanities",2026-01-30,"University of Wyoming",1
"2425","Humanities",2026-02-06,"Laramie County Community College",3
"2426","Humanities",2026-02-06,"Sheridan College",2
"2427","Humanities",2026-02-06,"University of Wyoming",1
"2428","Humanities",2026-02-13,"Laramie County Community College",3
"2429","Humanities",2026-02-13,"Sheridan College",2
"2430","Humanities",2026-02-13,"University of Wyoming",1
"2431","Humanities",2026-02-20,"Laramie County Community College",3
"2432","Humanities",2026-02-20,"Sheridan College",2
"2433","Humanities",2026-02-20,"University of Wyoming",1
"2434","Humanities",2026-02-27,"Laramie County Community College",3
"2435","Humanities",2026-02-27,"Sheridan College",2
"2436","Humanities",2026-02-27,"University of Wyoming",1
"2437","Language",2024-08-09,"Central Wyoming College",1
"2438","Language",2024-08-16,"Central Wyoming College",1
"2439","Language",2024-08-23,"Central Wyoming College",1
"2440","Language",2024-08-30,"Central Wyoming College",1
"2441","Language",2024-09-06,"Central Wyoming College",1
"2442","Language",2024-09-13,"Central Wyoming College",1
"2443","Language",2024-09-20,"Central Wyoming College",1
"2444","Language",2024-09-27,"Central Wyoming College",1
"2445","Language",2024-10-04,"Central Wyoming College",1
"2446","Language",2024-10-11,"Central Wyoming College",1
"2447","Language",2024-10-18,"Central Wyoming College",1
"2448","Language",2025-05-30,"Gillette College",1
"2449","Language",2025-06-06,"Gillette College",1
"2450","Language",2025-06-13,"Gillette College",1
"2451","Language",2025-06-20,"Gillette College",1
"2452","Language",2025-06-27,"Gillette College",1
"2453","Language",2025-07-04,"Gillette College",1
"2454","Language",2025-07-11,"Gillette College",1
"2455","Language",2025-07-18,"Gillette College",1
"2456","Language",2025-07-25,"Gillette College",1
"2457","Language",2025-08-01,"Gillette College",1
"2458","Language",2025-08-08,"Gillette College",1
"2459","Language",2025-08-15,"Gillette College",1
"2460","Language",2025-08-22,"Gillette College",1
"2461","Language",2025-08-29,"Gillette College",1
"2462","Language",2025-09-05,"Gillette College",1
"2463","Language",2025-09-12,"Gillette College",1
"2464","Language",2025-09-19,"Gillette College",1
"2465","Language",2025-09-26,"Gillette College",1
"2466","Language",2025-10-03,"Gillette College",1
"2467","Language",2025-10-10,"Gillette College",1
"2468","Language",2025-10-17,"Gillette College",1
"2469","Language",2025-10-24,"Gillette College",1
"2470","Language",2025-10-31,"Gillette College",1
"2471","Language",2025-11-07,"Gillette College",1
"2472","Language",2025-11-14,"Gillette College",1
"2473","Language",2025-11-21,"Gillette College",1
"2474","Language",2025-11-28,"Gillette College",1
"2475","Language",2025-12-05,"Gillette College",1
"2476","Language",2025-12-12,"Gillette College",1
"2477","Language",2025-12-19,"Gillette College",1
"2478","Language",2025-12-26,"Gillette College",1
"2479","Language",2026-01-02,"Gillette College",1
"2480","Language",2026-01-09,"Gillette College",1
"2481","Language",2026-01-16,"Gillette College",1
"2482","Legal",2025-02-21,"University of Wyoming",2
"2483","Legal",2025-02-28,"University of Wyoming",2
"2484","Legal",2025-03-07,"University of Wyoming",2
"2485","Legal",2025-03-14,"University of Wyoming",2
"2486","Legal",2025-03-21,"University of Wyoming",1
"2487","Legal",2025-03-28,"University of Wyoming",1
"2488","Legal",2025-04-04,"University of Wyoming",1
"2489","Legal",2025-04-11,"University of Wyoming",1
"2490","Legal",2025-04-18,"University of Wyoming",1
"2491","Legal",2025-04-25,"University of Wyoming",1
"2492","Legal",2025-05-02,"University of Wyoming",1
"2493","Legal",2025-05-09,"University of Wyoming",1
"2494","Legal",2025-05-16,"University of Wyoming",1
"2495","Legal",2025-05-23,"University of Wyoming",2
"2496","Legal",2025-05-30,"University of Wyoming",2
"2497","Legal",2025-06-06,"University of Wyoming",2
"2498","Legal",2025-06-13,"University of Wyoming",2
"2499","Legal",2025-06-20,"University of Wyoming",2
"2500","Legal",2025-06-27,"University of Wyoming",2
"2501","Legal",2025-07-04,"University of Wyoming",2
"2502","Legal",2025-07-11,"University of Wyoming",2
"2503","Legal",2025-07-18,"University of Wyoming",1
"2504","Legal",2025-07-25,"University of Wyoming",1
"2505","Legal",2025-08-01,"University of Wyoming",1
"2506","Legal",2025-08-08,"University of Wyoming",1
"2507","Legal",2025-08-29,"University of Wyoming",1
"2508","Legal",2025-09-05,"University of Wyoming",1
"2509","Legal",2025-09-12,"University of Wyoming",3
"2510","Legal",2025-09-19,"University of Wyoming",4
"2511","Legal",2025-09-26,"University of Wyoming",4
"2512","Legal",2025-10-03,"University of Wyoming",5
"2513","Legal",2025-10-10,"University of Wyoming",5
"2514","Legal",2025-10-17,"University of Wyoming",5
"2515","Legal",2025-10-24,"University of Wyoming",3
"2516","Legal",2025-10-31,"University of Wyoming",2
"2517","Legal",2025-11-07,"University of Wyoming",2
"2518","Legal",2025-11-14,"University of Wyoming",2
"2519","Legal",2025-11-21,"University of Wyoming",2
"2520","Legal",2025-11-28,"University of Wyoming",2
"2521","Legal",2025-12-05,"University of Wyoming",2
"2522","Legal",2025-12-12,"University of Wyoming",2
"2523","Legal",2025-12-19,"University of Wyoming",1
"2524","Legal",2025-12-26,"University of Wyoming",1
"2525","Legal",2026-01-02,"University of Wyoming",1
"2526","Legal",2026-01-09,"University of Wyoming",1
"2527","Legal",2026-01-16,"University of Wyoming",1
"2528","Legal",2026-01-23,"University of Wyoming",1
"2529","Legal",2026-01-30,"University of Wyoming",1
"2530","Legal",2026-02-06,"University of Wyoming",1
"2531","Legal",2026-02-13,"University of Wyoming",1
"2532","Legal",2026-02-20,"University of Wyoming",1
"2533","Legal",2026-02-27,"University of Wyoming",1
"2534","Library",2024-08-09,"University of Wyoming",2
"2535","Library",2024-08-16,"University of Wyoming",2
"2536","Library",2024-08-23,"University of Wyoming",2
"2537","Library",2024-08-30,"University of Wyoming",2
"2538","Library",2024-09-06,"University of Wyoming",2
"2539","Library",2024-09-13,"University of Wyoming",2
"2540","Library",2024-09-20,"University of Wyoming",2
"2541","Library",2024-09-27,"University of Wyoming",2
"2542","Library",2024-10-04,"University of Wyoming",2
"2543","Library",2024-10-11,"University of Wyoming",2
"2544","Library",2024-10-18,"University of Wyoming",3
"2545","Library",2024-10-25,"University of Wyoming",3
"2546","Library",2024-11-01,"University of Wyoming",3
"2547","Library",2024-11-08,"University of Wyoming",3
"2548","Library",2024-11-15,"University of Wyoming",1
"2549","Library",2024-11-22,"University of Wyoming",1
"2550","Library",2024-11-29,"University of Wyoming",1
"2551","Library",2024-12-06,"University of Wyoming",1
"2552","Library",2024-12-13,"University of Wyoming",1
"2553","Library",2024-12-20,"University of Wyoming",1
"2554","Library",2024-12-27,"University of Wyoming",1
"2555","Library",2025-01-03,"University of Wyoming",1
"2556","Library",2025-01-10,"University of Wyoming",1
"2557","Library",2025-01-17,"University of Wyoming",1
"2558","Library",2025-01-24,"University of Wyoming",1
"2559","Library",2025-01-31,"University of Wyoming",2
"2560","Library",2025-02-07,"University of Wyoming",2
"2561","Library",2025-02-14,"University of Wyoming",2
"2562","Library",2025-02-21,"University of Wyoming",2
"2563","Library",2025-02-28,"University of Wyoming",2
"2564","Library",2025-03-07,"University of Wyoming",2
"2565","Library",2025-03-14,"University of Wyoming",2
"2566","Library",2025-03-21,"University of Wyoming",2
"2567","Library",2025-03-28,"University of Wyoming",2
"2568","Library",2025-04-04,"University of Wyoming",1
"2569","Library",2025-04-11,"University of Wyoming",1
"2570","Library",2025-04-18,"University of Wyoming",2
"2571","Library",2025-04-25,"University of Wyoming",2
"2572","Library",2025-05-02,"University of Wyoming",2
"2573","Library",2025-05-09,"University of Wyoming",2
"2574","Library",2025-05-16,"University of Wyoming",2
"2575","Library",2025-05-23,"University of Wyoming",2
"2576","Library",2025-05-30,"University of Wyoming",1
"2577","Library",2025-06-06,"University of Wyoming",2
"2578","Library",2025-06-13,"Central Wyoming College",1
"2579","Library",2025-06-13,"University of Wyoming",2
"2580","Library",2025-06-20,"Central Wyoming College",1
"2581","Library",2025-06-20,"Gillette College",1
"2582","Library",2025-06-20,"University of Wyoming",2
"2583","Library",2025-06-27,"Central Wyoming College",1
"2584","Library",2025-06-27,"Gillette College",1
"2585","Library",2025-06-27,"University of Wyoming",3
"2586","Library",2025-07-04,"Central Wyoming College",1
"2587","Library",2025-07-04,"Gillette College",1
"2588","Library",2025-07-04,"University of Wyoming",3
"2589","Library",2025-07-11,"Central Wyoming College",1
"2590","Library",2025-07-11,"Gillette College",1
"2591","Library",2025-07-11,"University of Wyoming",3
"2592","Library",2025-07-18,"Central Wyoming College",1
"2593","Library",2025-07-18,"Gillette College",1
"2594","Library",2025-07-18,"University of Wyoming",3
"2595","Library",2025-07-25,"Central Wyoming College",1
"2596","Library",2025-07-25,"Gillette College",1
"2597","Library",2025-07-25,"University of Wyoming",3
"2598","Library",2025-08-01,"Central Wyoming College",1
"2599","Library",2025-08-01,"Gillette College",1
"2600","Library",2025-08-01,"Laramie County Community College",1
"2601","Library",2025-08-01,"University of Wyoming",2
"2602","Library",2025-08-08,"Central Wyoming College",1
"2603","Library",2025-08-08,"Gillette College",1
"2604","Library",2025-08-08,"Laramie County Community College",1
"2605","Library",2025-08-08,"University of Wyoming",4
"2606","Library",2025-08-15,"Central Wyoming College",1
"2607","Library",2025-08-15,"Gillette College",1
"2608","Library",2025-08-15,"Laramie County Community College",1
"2609","Library",2025-08-15,"University of Wyoming",4
"2610","Library",2025-08-22,"Central Wyoming College",1
"2611","Library",2025-08-22,"Gillette College",1
"2612","Library",2025-08-22,"Laramie County Community College",1
"2613","Library",2025-08-22,"University of Wyoming",4
"2614","Library",2025-08-29,"Central Wyoming College",1
"2615","Library",2025-08-29,"Gillette College",1
"2616","Library",2025-08-29,"Laramie County Community College",1
"2617","Library",2025-08-29,"University of Wyoming",4
"2618","Library",2025-09-05,"Central Wyoming College",1
"2619","Library",2025-09-05,"Gillette College",1
"2620","Library",2025-09-05,"Laramie County Community College",1
"2621","Library",2025-09-05,"University of Wyoming",4
"2622","Library",2025-09-12,"Central Wyoming College",1
"2623","Library",2025-09-12,"Gillette College",1
"2624","Library",2025-09-12,"Laramie County Community College",1
"2625","Library",2025-09-12,"University of Wyoming",4
"2626","Library",2025-09-19,"Central Wyoming College",1
"2627","Library",2025-09-19,"University of Wyoming",4
"2628","Library",2025-09-26,"Central Wyoming College",1
"2629","Library",2025-09-26,"University of Wyoming",3
"2630","Library",2025-10-03,"Central Wyoming College",1
"2631","Library",2025-10-03,"University of Wyoming",3
"2632","Library",2025-10-10,"University of Wyoming",3
"2633","Library",2025-10-17,"University of Wyoming",3
"2634","Library",2025-10-24,"University of Wyoming",2
"2635","Library",2025-10-31,"University of Wyoming",2
"2636","Library",2025-11-07,"University of Wyoming",1
"2637","Library",2025-12-12,"Central Wyoming College",1
"2638","Library",2025-12-19,"Central Wyoming College",1
"2639","Library",2025-12-26,"Central Wyoming College",1
"2640","Library",2026-01-02,"Central Wyoming College",1
"2641","Library",2026-01-09,"Central Wyoming College",1
"2642","Library",2026-01-16,"Central Wyoming College",1
"2643","Library",2026-01-23,"Central Wyoming College",1
"2644","Library",2026-01-30,"Central Wyoming College",1
"2645","Library",2026-02-06,"Central Wyoming College",1
"2646","Library",2026-02-13,"Central Wyoming College",1
"2647","Library",2026-02-20,"Central Wyoming College",1
"2648","Library",2026-02-27,"Central Wyoming College",1
"2649","Library",2026-02-27,"Laramie County Community College",1
"2650","Math",2024-08-09,"Sheridan College",1
"2651","Math",2024-08-16,"Sheridan College",1
"2652","Math",2024-08-23,"Sheridan College",1
"2653","Math",2024-08-30,"Sheridan College",1
"2654","Math",2024-09-06,"Sheridan College",1
"2655","Math",2024-09-13,"Sheridan College",1
"2656","Math",2024-09-20,"Sheridan College",1
"2657","Math",2024-09-27,"Sheridan College",1
"2658","Math",2024-10-04,"Sheridan College",1
"2659","Math",2024-10-11,"Sheridan College",1
"2660","Math",2024-10-11,"University of Wyoming",2
"2661","Math",2024-10-18,"Sheridan College",1
"2662","Math",2024-10-18,"University of Wyoming",2
"2663","Math",2024-10-25,"Sheridan College",1
"2664","Math",2024-10-25,"University of Wyoming",3
"2665","Math",2024-11-01,"Sheridan College",1
"2666","Math",2024-11-01,"University of Wyoming",3
"2667","Math",2024-11-08,"Sheridan College",1
"2668","Math",2024-11-08,"University of Wyoming",3
"2669","Math",2024-11-15,"Sheridan College",1
"2670","Math",2024-11-15,"University of Wyoming",3
"2671","Math",2024-11-22,"Laramie County Community College",1
"2672","Math",2024-11-22,"Sheridan College",1
"2673","Math",2024-11-22,"University of Wyoming",3
"2674","Math",2024-11-29,"Laramie County Community College",1
"2675","Math",2024-11-29,"Sheridan College",1
"2676","Math",2024-11-29,"University of Wyoming",3
"2677","Math",2024-12-06,"Laramie County Community College",1
"2678","Math",2024-12-06,"Sheridan College",1
"2679","Math",2024-12-06,"University of Wyoming",3
"2680","Math",2024-12-13,"Laramie County Community College",1
"2681","Math",2024-12-13,"Sheridan College",1
"2682","Math",2024-12-13,"University of Wyoming",3
"2683","Math",2024-12-20,"Laramie County Community College",1
"2684","Math",2024-12-20,"Sheridan College",1
"2685","Math",2024-12-20,"University of Wyoming",3
"2686","Math",2024-12-27,"Laramie County Community College",1
"2687","Math",2024-12-27,"Sheridan College",1
"2688","Math",2024-12-27,"University of Wyoming",3
"2689","Math",2025-01-03,"Laramie County Community College",1
"2690","Math",2025-01-03,"Sheridan College",1
"2691","Math",2025-01-03,"University of Wyoming",3
"2692","Math",2025-01-10,"Laramie County Community College",1
"2693","Math",2025-01-10,"Sheridan College",1
"2694","Math",2025-01-10,"University of Wyoming",3
"2695","Math",2025-01-17,"Laramie County Community College",1
"2696","Math",2025-01-17,"Sheridan College",1
"2697","Math",2025-01-17,"University of Wyoming",3
"2698","Math",2025-01-24,"Laramie County Community College",1
"2699","Math",2025-01-24,"Sheridan College",1
"2700","Math",2025-01-24,"University of Wyoming",3
"2701","Math",2025-01-31,"Laramie County Community College",1
"2702","Math",2025-01-31,"Sheridan College",1
"2703","Math",2025-01-31,"University of Wyoming",3
"2704","Math",2025-02-07,"Laramie County Community College",1
"2705","Math",2025-02-07,"Sheridan College",1
"2706","Math",2025-02-07,"University of Wyoming",3
"2707","Math",2025-02-14,"Laramie County Community College",1
"2708","Math",2025-02-14,"Sheridan College",1
"2709","Math",2025-02-14,"University of Wyoming",3
"2710","Math",2025-02-21,"Laramie County Community College",1
"2711","Math",2025-02-21,"Sheridan College",1
"2712","Math",2025-02-21,"University of Wyoming",3
"2713","Math",2025-02-28,"Laramie County Community College",1
"2714","Math",2025-02-28,"Sheridan College",2
"2715","Math",2025-02-28,"University of Wyoming",3
"2716","Math",2025-03-07,"Sheridan College",2
"2717","Math",2025-03-07,"University of Wyoming",3
"2718","Math",2025-03-14,"Sheridan College",2
"2719","Math",2025-03-14,"University of Wyoming",3
"2720","Math",2025-03-21,"Sheridan College",2
"2721","Math",2025-03-21,"University of Wyoming",3
"2722","Math",2025-03-28,"Sheridan College",2
"2723","Math",2025-03-28,"University of Wyoming",3
"2724","Math",2025-04-04,"Sheridan College",2
"2725","Math",2025-04-04,"University of Wyoming",3
"2726","Math",2025-04-11,"Sheridan College",2
"2727","Math",2025-04-11,"University of Wyoming",3
"2728","Math",2025-04-18,"Sheridan College",2
"2729","Math",2025-04-18,"University of Wyoming",3
"2730","Math",2025-04-25,"Sheridan College",2
"2731","Math",2025-04-25,"University of Wyoming",3
"2732","Math",2025-05-02,"Eastern Wyoming Community College",1
"2733","Math",2025-05-02,"Laramie County Community College",1
"2734","Math",2025-05-02,"Sheridan College",2
"2735","Math",2025-05-02,"University of Wyoming",3
"2736","Math",2025-05-09,"Eastern Wyoming Community College",1
"2737","Math",2025-05-09,"Laramie County Community College",1
"2738","Math",2025-05-09,"Sheridan College",1
"2739","Math",2025-05-09,"University of Wyoming",3
"2740","Math",2025-05-16,"Eastern Wyoming Community College",1
"2741","Math",2025-05-16,"Laramie County Community College",1
"2742","Math",2025-05-16,"Sheridan College",1
"2743","Math",2025-05-16,"University of Wyoming",2
"2744","Math",2025-05-23,"Eastern Wyoming Community College",1
"2745","Math",2025-05-23,"Laramie County Community College",2
"2746","Math",2025-05-23,"Sheridan College",1
"2747","Math",2025-05-23,"University of Wyoming",2
"2748","Math",2025-05-30,"Eastern Wyoming Community College",1
"2749","Math",2025-05-30,"Laramie County Community College",2
"2750","Math",2025-05-30,"Sheridan College",1
"2751","Math",2025-05-30,"University of Wyoming",2
"2752","Math",2025-06-06,"Eastern Wyoming Community College",1
"2753","Math",2025-06-06,"Laramie County Community College",2
"2754","Math",2025-06-06,"Sheridan College",1
"2755","Math",2025-06-13,"Eastern Wyoming Community College",1
"2756","Math",2025-06-13,"Laramie County Community College",2
"2757","Math",2025-06-13,"Sheridan College",1
"2758","Math",2025-06-20,"Eastern Wyoming Community College",1
"2759","Math",2025-06-20,"Laramie County Community College",2
"2760","Math",2025-06-20,"Sheridan College",1
"2761","Math",2025-06-27,"Eastern Wyoming Community College",1
"2762","Math",2025-06-27,"Laramie County Community College",2
"2763","Math",2025-06-27,"Sheridan College",1
"2764","Math",2025-07-04,"Eastern Wyoming Community College",1
"2765","Math",2025-07-04,"Laramie County Community College",2
"2766","Math",2025-07-04,"Sheridan College",1
"2767","Math",2025-07-11,"Eastern Wyoming Community College",1
"2768","Math",2025-07-11,"Laramie County Community College",2
"2769","Math",2025-07-11,"Sheridan College",1
"2770","Math",2025-07-18,"Eastern Wyoming Community College",1
"2771","Math",2025-07-18,"Laramie County Community College",3
"2772","Math",2025-07-18,"Sheridan College",1
"2773","Math",2025-07-25,"Eastern Wyoming Community College",1
"2774","Math",2025-07-25,"Gillette College",1
"2775","Math",2025-07-25,"Laramie County Community College",3
"2776","Math",2025-07-25,"Sheridan College",1
"2777","Math",2025-08-01,"Eastern Wyoming Community College",1
"2778","Math",2025-08-01,"Gillette College",1
"2779","Math",2025-08-01,"Laramie County Community College",3
"2780","Math",2025-08-01,"Sheridan College",1
"2781","Math",2025-08-08,"Eastern Wyoming Community College",1
"2782","Math",2025-08-08,"Gillette College",1
"2783","Math",2025-08-08,"Laramie County Community College",3
"2784","Math",2025-08-08,"Sheridan College",1
"2785","Math",2025-08-15,"Eastern Wyoming Community College",1
"2786","Math",2025-08-15,"Gillette College",1
"2787","Math",2025-08-15,"Laramie County Community College",3
"2788","Math",2025-08-15,"Sheridan College",1
"2789","Math",2025-08-15,"University of Wyoming",1
"2790","Math",2025-08-22,"Eastern Wyoming Community College",1
"2791","Math",2025-08-22,"Gillette College",1
"2792","Math",2025-08-22,"Laramie County Community College",3
"2793","Math",2025-08-22,"Sheridan College",1
"2794","Math",2025-08-22,"University of Wyoming",1
"2795","Math",2025-08-29,"Gillette College",1
"2796","Math",2025-08-29,"Laramie County Community College",3
"2797","Math",2025-08-29,"Sheridan College",1
"2798","Math",2025-08-29,"University of Wyoming",1
"2799","Math",2025-09-05,"Central Wyoming College",1
"2800","Math",2025-09-05,"Gillette College",1
"2801","Math",2025-09-05,"Laramie County Community College",3
"2802","Math",2025-09-05,"Sheridan College",1
"2803","Math",2025-09-05,"University of Wyoming",1
"2804","Math",2025-09-12,"Central Wyoming College",1
"2805","Math",2025-09-12,"Gillette College",1
"2806","Math",2025-09-12,"Laramie County Community College",3
"2807","Math",2025-09-12,"Sheridan College",1
"2808","Math",2025-09-12,"University of Wyoming",1
"2809","Math",2025-09-19,"Central Wyoming College",1
"2810","Math",2025-09-19,"Gillette College",1
"2811","Math",2025-09-19,"Laramie County Community College",3
"2812","Math",2025-09-19,"Sheridan College",1
"2813","Math",2025-09-26,"Central Wyoming College",1
"2814","Math",2025-09-26,"Gillette College",1
"2815","Math",2025-09-26,"Laramie County Community College",3
"2816","Math",2025-09-26,"Sheridan College",1
"2817","Math",2025-10-03,"Central Wyoming College",1
"2818","Math",2025-10-03,"Gillette College",1
"2819","Math",2025-10-03,"Laramie County Community College",3
"2820","Math",2025-10-03,"Sheridan College",1
"2821","Math",2025-10-10,"Central Wyoming College",1
"2822","Math",2025-10-10,"Gillette College",1
"2823","Math",2025-10-10,"Laramie County Community College",3
"2824","Math",2025-10-10,"Sheridan College",1
"2825","Math",2025-10-17,"Central Wyoming College",1
"2826","Math",2025-10-17,"Gillette College",1
"2827","Math",2025-10-17,"Laramie County Community College",3
"2828","Math",2025-10-17,"Sheridan College",1
"2829","Math",2025-10-24,"Central Wyoming College",1
"2830","Math",2025-10-24,"Gillette College",1
"2831","Math",2025-10-24,"Laramie County Community College",2
"2832","Math",2025-10-24,"Sheridan College",1
"2833","Math",2025-10-31,"Central Wyoming College",1
"2834","Math",2025-10-31,"Gillette College",1
"2835","Math",2025-10-31,"Laramie County Community College",2
"2836","Math",2025-10-31,"Sheridan College",1
"2837","Math",2025-11-07,"Central Wyoming College",1
"2838","Math",2025-11-07,"Gillette College",1
"2839","Math",2025-11-07,"Laramie County Community College",2
"2840","Math",2025-11-07,"Sheridan College",1
"2841","Math",2025-11-07,"University of Wyoming",1
"2842","Math",2025-11-14,"Central Wyoming College",1
"2843","Math",2025-11-14,"Gillette College",1
"2844","Math",2025-11-14,"Laramie County Community College",2
"2845","Math",2025-11-14,"Sheridan College",1
"2846","Math",2025-11-14,"University of Wyoming",1
"2847","Math",2025-11-21,"Central Wyoming College",1
"2848","Math",2025-11-21,"Gillette College",1
"2849","Math",2025-11-21,"Laramie County Community College",2
"2850","Math",2025-11-21,"Sheridan College",1
"2851","Math",2025-11-21,"University of Wyoming",1
"2852","Math",2025-11-28,"Central Wyoming College",1
"2853","Math",2025-11-28,"Gillette College",1
"2854","Math",2025-11-28,"Laramie County Community College",2
"2855","Math",2025-11-28,"Sheridan College",1
"2856","Math",2025-11-28,"University of Wyoming",1
"2857","Math",2025-12-05,"Central Wyoming College",1
"2858","Math",2025-12-05,"Gillette College",1
"2859","Math",2025-12-05,"Laramie County Community College",2
"2860","Math",2025-12-05,"Sheridan College",1
"2861","Math",2025-12-05,"University of Wyoming",1
"2862","Math",2025-12-12,"Central Wyoming College",1
"2863","Math",2025-12-12,"Gillette College",1
"2864","Math",2025-12-12,"Laramie County Community College",3
"2865","Math",2025-12-12,"Sheridan College",1
"2866","Math",2025-12-12,"University of Wyoming",1
"2867","Math",2025-12-19,"Gillette College",1
"2868","Math",2025-12-19,"Laramie County Community College",3
"2869","Math",2025-12-19,"Sheridan College",1
"2870","Math",2025-12-19,"University of Wyoming",1
"2871","Math",2025-12-26,"Gillette College",1
"2872","Math",2025-12-26,"Laramie County Community College",3
"2873","Math",2025-12-26,"Sheridan College",1
"2874","Math",2025-12-26,"University of Wyoming",1
"2875","Math",2026-01-02,"Gillette College",1
"2876","Math",2026-01-02,"Laramie County Community College",3
"2877","Math",2026-01-02,"Sheridan College",1
"2878","Math",2026-01-02,"University of Wyoming",1
"2879","Math",2026-01-09,"Gillette College",1
"2880","Math",2026-01-09,"Laramie County Community College",3
"2881","Math",2026-01-09,"Sheridan College",1
"2882","Math",2026-01-09,"University of Wyoming",1
"2883","Math",2026-01-16,"Gillette College",1
"2884","Math",2026-01-16,"Laramie County Community College",3
"2885","Math",2026-01-16,"Sheridan College",1
"2886","Math",2026-01-16,"University of Wyoming",1
"2887","Math",2026-01-23,"Laramie County Community College",3
"2888","Math",2026-01-23,"Sheridan College",1
"2889","Math",2026-01-23,"University of Wyoming",1
"2890","Math",2026-01-30,"Laramie County Community College",3
"2891","Math",2026-01-30,"Sheridan College",1
"2892","Math",2026-01-30,"University of Wyoming",1
"2893","Math",2026-02-06,"Laramie County Community College",3
"2894","Math",2026-02-06,"Sheridan College",1
"2895","Math",2026-02-06,"University of Wyoming",1
"2896","Math",2026-02-13,"Eastern Wyoming Community College",1
"2897","Math",2026-02-13,"Laramie County Community College",3
"2898","Math",2026-02-13,"Sheridan College",1
"2899","Math",2026-02-13,"University of Wyoming",1
"2900","Math",2026-02-20,"Eastern Wyoming Community College",1
"2901","Math",2026-02-20,"Laramie County Community College",3
"2902","Math",2026-02-20,"Sheridan College",1
"2903","Math",2026-02-20,"University of Wyoming",1
"2904","Math",2026-02-27,"Eastern Wyoming Community College",1
"2905","Math",2026-02-27,"Laramie County Community College",3
"2906","Math",2026-02-27,"Sheridan College",1
"2907","Math",2026-02-27,"University of Wyoming",1
"2908","Physical Education",2024-08-09,"Sheridan College",1
"2909","Physical Education",2024-08-09,"Western Wyoming Community College",1
"2910","Physical Education",2024-08-16,"Sheridan College",1
"2911","Physical Education",2024-08-16,"Western Wyoming Community College",1
"2912","Physical Education",2024-08-23,"Sheridan College",1
"2913","Physical Education",2024-08-23,"Western Wyoming Community College",1
"2914","Physical Education",2024-08-30,"Sheridan College",1
"2915","Physical Education",2024-08-30,"Western Wyoming Community College",1
"2916","Physical Education",2024-09-06,"Sheridan College",1
"2917","Physical Education",2024-09-06,"Western Wyoming Community College",1
"2918","Physical Education",2024-09-13,"Sheridan College",1
"2919","Physical Education",2024-09-13,"Western Wyoming Community College",1
"2920","Physical Education",2024-09-20,"Sheridan College",1
"2921","Physical Education",2024-09-20,"Western Wyoming Community College",1
"2922","Physical Education",2024-09-27,"Laramie County Community College",1
"2923","Physical Education",2024-09-27,"Western Wyoming Community College",1
"2924","Physical Education",2024-10-04,"Laramie County Community College",1
"2925","Physical Education",2024-10-04,"Western Wyoming Community College",1
"2926","Physical Education",2024-10-11,"Laramie County Community College",1
"2927","Physical Education",2024-10-11,"University of Wyoming",1
"2928","Physical Education",2024-10-11,"Western Wyoming Community College",1
"2929","Physical Education",2024-10-18,"Laramie County Community College",1
"2930","Physical Education",2024-10-18,"University of Wyoming",1
"2931","Physical Education",2024-10-18,"Western Wyoming Community College",1
"2932","Physical Education",2024-10-25,"Laramie County Community College",1
"2933","Physical Education",2024-10-25,"University of Wyoming",1
"2934","Physical Education",2024-10-25,"Western Wyoming Community College",1
"2935","Physical Education",2024-11-01,"Laramie County Community College",1
"2936","Physical Education",2024-11-01,"University of Wyoming",1
"2937","Physical Education",2024-11-01,"Western Wyoming Community College",1
"2938","Physical Education",2024-11-08,"Laramie County Community College",1
"2939","Physical Education",2024-11-08,"University of Wyoming",1
"2940","Physical Education",2024-11-08,"Western Wyoming Community College",1
"2941","Physical Education",2024-11-15,"Laramie County Community College",1
"2942","Physical Education",2024-11-15,"University of Wyoming",2
"2943","Physical Education",2024-11-15,"Western Wyoming Community College",1
"2944","Physical Education",2024-11-22,"Laramie County Community College",1
"2945","Physical Education",2024-11-22,"University of Wyoming",2
"2946","Physical Education",2024-11-22,"Western Wyoming Community College",1
"2947","Physical Education",2024-11-29,"Laramie County Community College",1
"2948","Physical Education",2024-11-29,"University of Wyoming",2
"2949","Physical Education",2024-11-29,"Western Wyoming Community College",1
"2950","Physical Education",2024-12-06,"Laramie County Community College",1
"2951","Physical Education",2024-12-06,"University of Wyoming",2
"2952","Physical Education",2024-12-06,"Western Wyoming Community College",1
"2953","Physical Education",2024-12-13,"Laramie County Community College",1
"2954","Physical Education",2024-12-13,"University of Wyoming",2
"2955","Physical Education",2024-12-13,"Western Wyoming Community College",1
"2956","Physical Education",2024-12-20,"Laramie County Community College",1
"2957","Physical Education",2024-12-20,"University of Wyoming",2
"2958","Physical Education",2024-12-20,"Western Wyoming Community College",1
"2959","Physical Education",2024-12-27,"Laramie County Community College",1
"2960","Physical Education",2024-12-27,"University of Wyoming",2
"2961","Physical Education",2024-12-27,"Western Wyoming Community College",1
"2962","Physical Education",2025-01-03,"Laramie County Community College",1
"2963","Physical Education",2025-01-03,"University of Wyoming",2
"2964","Physical Education",2025-01-03,"Western Wyoming Community College",1
"2965","Physical Education",2025-01-10,"Laramie County Community College",1
"2966","Physical Education",2025-01-10,"University of Wyoming",2
