"","Category","Archive_Date","Institution","sum"
"1170","CTE",2024-11-15,"Eastern Wyoming Community College",3
"1171","CTE",2024-11-15,"Gillette College",3
"1172","CTE",2024-11-15,"Laramie County Community College",3
"1173","CTE",2024-11-15,"Northwest College",1
"1174","CTE",2024-11-15,"Sheridan College",13
"1175","CTE",2024-11-15,"University of Wyoming",25
"1176","CTE",2024-11-15,"Western Wyoming Community College",12
"1177","CTE",2024-11-22,"Central Wyoming College",1
"1178","CTE",2024-11-22,"Eastern Wyoming Community College",3
"1179","CTE",2024-11-22,"Gillette College",3
"1180","CTE",2024-11-22,"Laramie County Community College",3
"1181","CTE",2024-11-22,"Northwest College",1
"1182","CTE",2024-11-22,"Sheridan College",13
"1183","CTE",2024-11-22,"University of Wyoming",23
"1184","CTE",2024-11-22,"Western Wyoming Community College",13
"1185","CTE",2024-11-29,"Central Wyoming College",1
"1186","CTE",2024-11-29,"Eastern Wyoming Community College",3
"1187","CTE",2024-11-29,"Gillette College",3
"1188","CTE",2024-11-29,"Laramie County Community College",3
"1189","CTE",2024-11-29,"Northwest College",1
"1190","CTE",2024-11-29,"Sheridan College",13
"1191","CTE",2024-11-29,"University of Wyoming",23
"1192","CTE",2024-11-29,"Western Wyoming Community College",12
"1193","CTE",2024-12-06,"Central Wyoming College",1
"1194","CTE",2024-12-06,"Eastern Wyoming Community College",3
"1195","CTE",2024-12-06,"Gillette College",4
"1196","CTE",2024-12-06,"Laramie County Community College",3
"1197","CTE",2024-12-06,"Northwest College",1
"1198","CTE",2024-12-06,"Sheridan College",13
"1199","CTE",2024-12-06,"University of Wyoming",23
"1200","CTE",2024-12-06,"Western Wyoming Community College",14
"1201","CTE",2024-12-13,"Central Wyoming College",1
"1202","CTE",2024-12-13,"Eastern Wyoming Community College",2
"1203","CTE",2024-12-13,"Gillette College",4
"1204","CTE",2024-12-13,"Laramie County Community College",3
"1205","CTE",2024-12-13,"Northwest College",1
"1206","CTE",2024-12-13,"Sheridan College",13
"1207","CTE",2024-12-13,"University of Wyoming",22
"1208","CTE",2024-12-13,"Western Wyoming Community College",14
"1209","CTE",2024-12-20,"Central Wyoming College",1
"1210","CTE",2024-12-20,"Eastern Wyoming Community College",2
"1211","CTE",2024-12-20,"Gillette College",4
"1212","CTE",2024-12-20,"Laramie County Community College",3
"1213","CTE",2024-12-20,"Northwest College",2
"1214","CTE",2024-12-20,"Sheridan College",13
"1215","CTE",2024-12-20,"University of Wyoming",21
"1216","CTE",2024-12-20,"Western Wyoming Community College",14
"1217","CTE",2024-12-27,"Central Wyoming College",1
"1218","CTE",2024-12-27,"Eastern Wyoming Community College",2
"1219","CTE",2024-12-27,"Gillette College",4
"1220","CTE",2024-12-27,"Laramie County Community College",3
"1221","CTE",2024-12-27,"Northwest College",1
"1222","CTE",2024-12-27,"Sheridan College",13
"1223","CTE",2024-12-27,"University of Wyoming",20
"1224","CTE",2024-12-27,"Western Wyoming Community College",14
"1225","CTE",2025-01-03,"Central Wyoming College",1
"1226","CTE",2025-01-03,"Eastern Wyoming Community College",2
"1227","CTE",2025-01-03,"Gillette College",4
"1228","CTE",2025-01-03,"Laramie County Community College",3
"1229","CTE",2025-01-03,"Northwest College",1
"1230","CTE",2025-01-03,"Sheridan College",13
"1231","CTE",2025-01-03,"University of Wyoming",19
"1232","CTE",2025-01-03,"Western Wyoming Community College",14
"1233","CTE",2025-01-10,"Central Wyoming College",1
"1234","CTE",2025-01-10,"Eastern Wyoming Community College",1
"1235","CTE",2025-01-10,"Gillette College",4
"1236","CTE",2025-01-10,"Laramie County Community College",3
"1237","CTE",2025-01-10,"Northwest College",1
"1238","CTE",2025-01-10,"Sheridan College",13
"1239","CTE",2025-01-10,"University of Wyoming",22
"1240","CTE",2025-01-10,"Western Wyoming Community College",13
"1241","CTE",2025-01-17,"Central Wyoming College",1
"1242","CTE",2025-01-17,"Eastern Wyoming Community College",1
"1243","CTE",2025-01-17,"Gillette College",3
"1244","CTE",2025-01-17,"Laramie County Community College",3
"1245","CTE",2025-01-17,"Northwest College",1
"1246","CTE",2025-01-17,"Sheridan College",13
"1247","CTE",2025-01-17,"University of Wyoming",20
"1248","CTE",2025-01-17,"Western Wyoming Community College",11
"1249","CTE",2025-01-24,"Central Wyoming College",1
"1250","CTE",2025-01-24,"Eastern Wyoming Community College",1
"1251","CTE",2025-01-24,"Gillette College",3
"1252","CTE",2025-01-24,"Sheridan College",13
"1253","CTE",2025-01-24,"University of Wyoming",20
"1254","CTE",2025-01-24,"Western Wyoming Community College",11
"1255","CTE",2025-01-31,"Central Wyoming College",1
"1256","CTE",2025-01-31,"Eastern Wyoming Community College",1
"1257","CTE",2025-01-31,"Gillette College",4
"1258","CTE",2025-01-31,"Sheridan College",13
"1259","CTE",2025-01-31,"University of Wyoming",19
"1260","CTE",2025-01-31,"Western Wyoming Community College",11
"1261","CTE",2025-02-07,"Central Wyoming College",1
"1262","CTE",2025-02-07,"Eastern Wyoming Community College",1
"1263","CTE",2025-02-07,"Gillette College",4
"1264","CTE",2025-02-07,"Sheridan College",13
"1265","CTE",2025-02-07,"University of Wyoming",19
"1266","CTE",2025-02-07,"Western Wyoming Community College",11
"1267","CTE",2025-02-14,"Central Wyoming College",1
"1268","CTE",2025-02-14,"Eastern Wyoming Community College",1
"1269","CTE",2025-02-14,"Gillette College",4
"1270","CTE",2025-02-14,"Sheridan College",13
"1271","CTE",2025-02-14,"University of Wyoming",18
"1272","CTE",2025-02-14,"Western Wyoming Community College",12
"1273","CTE",2025-02-21,"Central Wyoming College",1
"1274","CTE",2025-02-21,"Eastern Wyoming Community College",1
"1275","CTE",2025-02-21,"Gillette College",4
"1276","CTE",2025-02-21,"Sheridan College",13
"1277","CTE",2025-02-21,"University of Wyoming",16
"1278","CTE",2025-02-21,"Western Wyoming Community College",12
"1279","CTE",2025-02-28,"Central Wyoming College",2
"1280","CTE",2025-02-28,"Eastern Wyoming Community College",1
"1281","CTE",2025-02-28,"Gillette College",4
"1282","CTE",2025-02-28,"Sheridan College",12
"1283","CTE",2025-02-28,"University of Wyoming",16
"1284","CTE",2025-02-28,"Western Wyoming Community College",12
"1285","CTE",2025-03-07,"Central Wyoming College",3
"1286","CTE",2025-03-07,"Eastern Wyoming Community College",1
"1287","CTE",2025-03-07,"Gillette College",3
"1288","CTE",2025-03-07,"Sheridan College",12
"1289","CTE",2025-03-07,"University of Wyoming",10
"1290","CTE",2025-03-07,"Western Wyoming Community College",11
"1291","CTE",2025-03-14,"Central Wyoming College",2
"1292","CTE",2025-03-14,"Eastern Wyoming Community College",1
"1293","CTE",2025-03-14,"Gillette College",2
"1294","CTE",2025-03-14,"Sheridan College",12
"1295","CTE",2025-03-14,"University of Wyoming",11
"1296","CTE",2025-03-14,"Western Wyoming Community College",10
"1297","CTE",2025-03-21,"Central Wyoming College",2
"1298","CTE",2025-03-21,"Eastern Wyoming Community College",2
"1299","CTE",2025-03-21,"Gillette College",1
"1300","CTE",2025-03-21,"Laramie County Community College",1
"1301","CTE",2025-03-21,"Sheridan College",12
"1302","CTE",2025-03-21,"University of Wyoming",11
"1303","CTE",2025-03-21,"Western Wyoming Community College",10
"1304","CTE",2025-03-28,"Central Wyoming College",2
"1305","CTE",2025-03-28,"Eastern Wyoming Community College",2
"1306","CTE",2025-03-28,"Gillette College",2
"1307","CTE",2025-03-28,"Laramie County Community College",5
"1308","CTE",2025-03-28,"Sheridan College",12
"1309","CTE",2025-03-28,"University of Wyoming",11
"1310","CTE",2025-03-28,"Western Wyoming Community College",10
"1311","CTE",2025-04-04,"Central Wyoming College",3
"1312","CTE",2025-04-04,"Eastern Wyoming Community College",2
"1313","CTE",2025-04-04,"Gillette College",2
"1314","CTE",2025-04-04,"Laramie County Community College",7
"1315","CTE",2025-04-04,"Sheridan College",13
"1316","CTE",2025-04-04,"University of Wyoming",10
"1317","CTE",2025-04-04,"Western Wyoming Community College",12
"1318","CTE",2025-04-11,"Central Wyoming College",3
"1319","CTE",2025-04-11,"Eastern Wyoming Community College",2
"1320","CTE",2025-04-11,"Gillette College",3
"1321","CTE",2025-04-11,"Laramie County Community College",7
"1322","CTE",2025-04-11,"Sheridan College",13
"1323","CTE",2025-04-11,"University of Wyoming",10
"1324","CTE",2025-04-11,"Western Wyoming Community College",12
"1325","CTE",2025-04-18,"Central Wyoming College",3
"1326","CTE",2025-04-18,"Eastern Wyoming Community College",2
"1327","CTE",2025-04-18,"Gillette College",2
"1328","CTE",2025-04-18,"Laramie County Community College",5
"1329","CTE",2025-04-18,"Sheridan College",13
"1330","CTE",2025-04-18,"University of Wyoming",10
"1331","CTE",2025-04-18,"Western Wyoming Community College",12
"1332","CTE",2025-04-25,"Casper College",1
"1333","CTE",2025-04-25,"Central Wyoming College",3
"1334","CTE",2025-04-25,"Eastern Wyoming Community College",3
"1335","CTE",2025-04-25,"Gillette College",2
"1336","CTE",2025-04-25,"Laramie County Community College",6
"1337","CTE",2025-04-25,"Sheridan College",14
"1338","CTE",2025-04-25,"University of Wyoming",9
"1339","CTE",2025-04-25,"Western Wyoming Community College",13
"1340","CTE",2025-05-02,"Casper College",1
"1341","CTE",2025-05-02,"Central Wyoming College",3
"1342","CTE",2025-05-02,"Eastern Wyoming Community College",4
"1343","CTE",2025-05-02,"Gillette College",5
"1344","CTE",2025-05-02,"Laramie County Community College",6
"1345","CTE",2025-05-02,"Sheridan College",14
"1346","CTE",2025-05-02,"University of Wyoming",11
"1347","CTE",2025-05-02,"Western Wyoming Community College",14
"1348","CTE",2025-05-09,"Casper College",1
"1349","CTE",2025-05-09,"Central Wyoming College",3
"1350","CTE",2025-05-09,"Eastern Wyoming Community College",6
"1351","CTE",2025-05-09,"Gillette College",5
"1352","CTE",2025-05-09,"Laramie County Community College",6
"1353","CTE",2025-05-09,"Sheridan College",14
"1354","CTE",2025-05-09,"University of Wyoming",9
"1355","CTE",2025-05-09,"Western Wyoming Community College",15
"1356","CTE",2025-05-16,"Casper College",1
"1357","CTE",2025-05-16,"Central Wyoming College",3
"1358","CTE",2025-05-16,"Eastern Wyoming Community College",6
"1359","CTE",2025-05-16,"Gillette College",5
"1360","CTE",2025-05-16,"Laramie County Community College",8
"1361","CTE",2025-05-16,"Northwest College",1
"1362","CTE",2025-05-16,"Sheridan College",14
"1363","CTE",2025-05-16,"University of Wyoming",10
"1364","CTE",2025-05-16,"Western Wyoming Community College",15
"1365","CTE",2025-05-23,"Central Wyoming College",3
"1366","CTE",2025-05-23,"Eastern Wyoming Community College",5
"1367","CTE",2025-05-23,"Gillette College",5
"1368","CTE",2025-05-23,"Laramie County Community College",7
"1369","CTE",2025-05-23,"Northwest College",1
"1370","CTE",2025-05-23,"Sheridan College",14
"1371","CTE",2025-05-23,"University of Wyoming",10
"1372","CTE",2025-05-23,"Western Wyoming Community College",15
"1373","CTE",2025-05-30,"Central Wyoming College",4
"1374","CTE",2025-05-30,"Eastern Wyoming Community College",5
"1375","CTE",2025-05-30,"Gillette College",5
"1376","CTE",2025-05-30,"Laramie County Community College",8
"1377","CTE",2025-05-30,"Northwest College",1
"1378","CTE",2025-05-30,"Sheridan College",16
"1379","CTE",2025-05-30,"University of Wyoming",10
"1380","CTE",2025-05-30,"Western Wyoming Community College",15
"1381","CTE",2025-06-06,"Casper College",2
"1382","CTE",2025-06-06,"Central Wyoming College",4
"1383","CTE",2025-06-06,"Eastern Wyoming Community College",4
"1384","CTE",2025-06-06,"Gillette College",5
"1385","CTE",2025-06-06,"Laramie County Community College",8
"1386","CTE",2025-06-06,"Northwest College",1
"1387","CTE",2025-06-06,"Sheridan College",16
"1388","CTE",2025-06-06,"University of Wyoming",6
"1389","CTE",2025-06-06,"Western Wyoming Community College",14
"1390","CTE",2025-06-13,"Casper College",2
"1391","CTE",2025-06-13,"Central Wyoming College",5
"1392","CTE",2025-06-13,"Eastern Wyoming Community College",3
"1393","CTE",2025-06-13,"Gillette College",5
"1394","CTE",2025-06-13,"Laramie County Community College",8
"1395","CTE",2025-06-13,"Northwest College",1
"1396","CTE",2025-06-13,"Sheridan College",16
"1397","CTE",2025-06-13,"University of Wyoming",6
"1398","CTE",2025-06-13,"Western Wyoming Community College",14
"1399","CTE",2025-06-20,"Casper College",2
"1400","CTE",2025-06-20,"Central Wyoming College",6
"1401","CTE",2025-06-20,"Eastern Wyoming Community College",4
"1402","CTE",2025-06-20,"Gillette College",6
"1403","CTE",2025-06-20,"Laramie County Community College",11
"1404","CTE",2025-06-20,"Northwest College",1
"1405","CTE",2025-06-20,"Sheridan College",16
"1406","CTE",2025-06-20,"University of Wyoming",4
"1407","CTE",2025-06-20,"Western Wyoming Community College",14
"1408","CTE",2025-06-27,"Casper College",3
"1409","CTE",2025-06-27,"Central Wyoming College",5
"1410","CTE",2025-06-27,"Eastern Wyoming Community College",4
"1411","CTE",2025-06-27,"Gillette College",6
"1412","CTE",2025-06-27,"Laramie County Community College",11
"1413","CTE",2025-06-27,"Northwest College",2
"1414","CTE",2025-06-27,"Sheridan College",16
"1415","CTE",2025-06-27,"University of Wyoming",4
"1416","CTE",2025-06-27,"Western Wyoming Community College",13
"1417","CTE",2025-07-04,"Casper College",2
"1418","CTE",2025-07-04,"Central Wyoming College",5
"1419","CTE",2025-07-04,"Eastern Wyoming Community College",4
"1420","CTE",2025-07-04,"Gillette College",6
"1421","CTE",2025-07-04,"Laramie County Community College",11
"1422","CTE",2025-07-04,"Northwest College",2
"1423","CTE",2025-07-04,"Sheridan College",16
"1424","CTE",2025-07-04,"University of Wyoming",3
"1425","CTE",2025-07-04,"Western Wyoming Community College",13
"1426","CTE",2025-07-11,"Casper College",1
"1427","CTE",2025-07-11,"Central Wyoming College",5
"1428","CTE",2025-07-11,"Eastern Wyoming Community College",4
"1429","CTE",2025-07-11,"Gillette College",6
"1430","CTE",2025-07-11,"Laramie County Community College",11
"1431","CTE",2025-07-11,"Northwest College",3
"1432","CTE",2025-07-11,"Sheridan College",16
"1433","CTE",2025-07-11,"University of Wyoming",1
"1434","CTE",2025-07-11,"Western Wyoming Community College",13
"1435","CTE",2025-07-18,"Casper College",1
"1436","CTE",2025-07-18,"Central Wyoming College",5
"1437","CTE",2025-07-18,"Eastern Wyoming Community College",4
"1438","CTE",2025-07-18,"Gillette College",5
"1439","CTE",2025-07-18,"Laramie County Community College",13
"1440","CTE",2025-07-18,"Northwest College",3
"1441","CTE",2025-07-18,"Sheridan College",16
"1442","CTE",2025-07-18,"University of Wyoming",1
"1443","CTE",2025-07-18,"Western Wyoming Community College",13
"1444","CTE",2025-07-25,"Casper College",1
"1445","CTE",2025-07-25,"Central Wyoming College",5
"1446","CTE",2025-07-25,"Eastern Wyoming Community College",4
"1447","CTE",2025-07-25,"Gillette College",6
"1448","CTE",2025-07-25,"Laramie County Community College",13
"1449","CTE",2025-07-25,"Northwest College",3
"1450","CTE",2025-07-25,"Sheridan College",15
"1451","CTE",2025-07-25,"University of Wyoming",1
"1452","CTE",2025-07-25,"Western Wyoming Community College",13
"1453","CTE",2025-08-01,"Casper College",2
"1454","CTE",2025-08-01,"Central Wyoming College",5
"1455","CTE",2025-08-01,"Eastern Wyoming Community College",4
"1456","CTE",2025-08-01,"Gillette College",6
"1457","CTE",2025-08-01,"Laramie County Community College",13
"1458","CTE",2025-08-01,"Northwest College",3
"1459","CTE",2025-08-01,"Sheridan College",13
"1460","CTE",2025-08-01,"University of Wyoming",1
"1461","CTE",2025-08-01,"Western Wyoming Community College",13
"1462","CTE",2025-08-08,"Central Wyoming College",5
"1463","CTE",2025-08-08,"Eastern Wyoming Community College",3
"1464","CTE",2025-08-08,"Gillette College",6
"1465","CTE",2025-08-08,"Laramie County Community College",11
"1466","CTE",2025-08-08,"Northwest College",3
"1467","CTE",2025-08-08,"Sheridan College",13
"1468","CTE",2025-08-08,"University of Wyoming",2
"1469","CTE",2025-08-08,"Western Wyoming Community College",14
"1470","CTE",2025-08-15,"Central Wyoming College",5
"1471","CTE",2025-08-15,"Eastern Wyoming Community College",4
"1472","CTE",2025-08-15,"Gillette College",8
"1473","CTE",2025-08-15,"Laramie County Community College",11
"1474","CTE",2025-08-15,"Northwest College",3
"1475","CTE",2025-08-15,"Sheridan College",12
"1476","CTE",2025-08-15,"University of Wyoming",3
"1477","CTE",2025-08-15,"Western Wyoming Community College",14
"1478","CTE",2025-08-22,"Central Wyoming College",4
"1479","CTE",2025-08-22,"Eastern Wyoming Community College",4
"1480","CTE",2025-08-22,"Gillette College",8
"1481","CTE",2025-08-22,"Laramie County Community College",11
"1482","CTE",2025-08-22,"Northwest College",2
"1483","CTE",2025-08-22,"Sheridan College",12
"1484","CTE",2025-08-22,"University of Wyoming",5
"1485","CTE",2025-08-22,"Western Wyoming Community College",13
"1486","CTE",2025-08-29,"Central Wyoming College",4
"1487","CTE",2025-08-29,"Eastern Wyoming Community College",4
"1488","CTE",2025-08-29,"Gillette College",8
"1489","CTE",2025-08-29,"Laramie County Community College",10
"1490","CTE",2025-08-29,"Northwest College",2
"1491","CTE",2025-08-29,"Sheridan College",12
"1492","CTE",2025-08-29,"University of Wyoming",5
"1493","CTE",2025-08-29,"Western Wyoming Community College",13
"1494","CTE",2025-09-05,"Central Wyoming College",4
"1495","CTE",2025-09-05,"Eastern Wyoming Community College",4
"1496","CTE",2025-09-05,"Gillette College",7
"1497","CTE",2025-09-05,"Laramie County Community College",9
"1498","CTE",2025-09-05,"Northwest College",2
"1499","CTE",2025-09-05,"Sheridan College",12
"1500","CTE",2025-09-05,"University of Wyoming",6
"1501","CTE",2025-09-05,"Western Wyoming Community College",13
"1502","CTE",2025-09-12,"Central Wyoming College",4
"1503","CTE",2025-09-12,"Eastern Wyoming Community College",4
"1504","CTE",2025-09-12,"Gillette College",7
"1505","CTE",2025-09-12,"Laramie County Community College",10
"1506","CTE",2025-09-12,"Northwest College",1
"1507","CTE",2025-09-12,"Sheridan College",12
"1508","CTE",2025-09-12,"University of Wyoming",6
"1509","CTE",2025-09-12,"Western Wyoming Community College",12
"1510","CTE",2025-09-19,"Central Wyoming College",2
"1511","CTE",2025-09-19,"Eastern Wyoming Community College",4
"1512","CTE",2025-09-19,"Gillette College",6
"1513","CTE",2025-09-19,"Laramie County Community College",10
"1514","CTE",2025-09-19,"Northwest College",1
"1515","CTE",2025-09-19,"Sheridan College",12
"1516","CTE",2025-09-19,"University of Wyoming",8
"1517","CTE",2025-09-19,"Western Wyoming Community College",11
"1518","CTE",2025-09-26,"Casper College",1
"1519","CTE",2025-09-26,"Central Wyoming College",2
"1520","CTE",2025-09-26,"Eastern Wyoming Community College",4
"1521","CTE",2025-09-26,"Gillette College",5
"1522","CTE",2025-09-26,"Laramie County Community College",11
"1523","CTE",2025-09-26,"Northwest College",1
"1524","CTE",2025-09-26,"Sheridan College",12
"1525","CTE",2025-09-26,"University of Wyoming",8
"1526","CTE",2025-09-26,"Western Wyoming Community College",11
"1527","CTE",2025-10-03,"Casper College",1
"1528","CTE",2025-10-03,"Central Wyoming College",2
"1529","CTE",2025-10-03,"Eastern Wyoming Community College",4
"1530","CTE",2025-10-03,"Gillette College",5
"1531","CTE",2025-10-03,"Laramie County Community College",11
"1532","CTE",2025-10-03,"Northwest College",1
"1533","CTE",2025-10-03,"Sheridan College",12
"1534","CTE",2025-10-03,"University of Wyoming",9
"1535","CTE",2025-10-03,"Western Wyoming Community College",11
"1536","CTE",2025-10-10,"Casper College",1
"1537","CTE",2025-10-10,"Central Wyoming College",2
"1538","CTE",2025-10-10,"Eastern Wyoming Community College",4
"1539","CTE",2025-10-10,"Gillette College",5
"1540","CTE",2025-10-10,"Laramie County Community College",11
"1541","CTE",2025-10-10,"Northwest College",1
"1542","CTE",2025-10-10,"Sheridan College",12
"1543","CTE",2025-10-10,"University of Wyoming",11
"1544","CTE",2025-10-10,"Western Wyoming Community College",10
"1545","CTE",2025-10-17,"Casper College",1
"1546","CTE",2025-10-17,"Central Wyoming College",2
"1547","CTE",2025-10-17,"Eastern Wyoming Community College",2
"1548","CTE",2025-10-17,"Gillette College",5
"1549","CTE",2025-10-17,"Laramie County Community College",12
"1550","CTE",2025-10-17,"Northwest College",1
"1551","CTE",2025-10-17,"Sheridan College",12
"1552","CTE",2025-10-17,"University of Wyoming",12
"1553","CTE",2025-10-17,"Western Wyoming Community College",10
"1554","CTE",2025-10-24,"Casper College",1
"1555","CTE",2025-10-24,"Central Wyoming College",2
"1556","CTE",2025-10-24,"Eastern Wyoming Community College",2
"1557","CTE",2025-10-24,"Gillette College",5
"1558","CTE",2025-10-24,"Laramie County Community College",12
"1559","CTE",2025-10-24,"Northwest College",1
"1560","CTE",2025-10-24,"Sheridan College",12
"1561","CTE",2025-10-24,"University of Wyoming",12
"1562","CTE",2025-10-24,"Western Wyoming Community College",10
"1563","CTE",2025-10-31,"Casper College",1
"1564","CTE",2025-10-31,"Central Wyoming College",1
"1565","CTE",2025-10-31,"Eastern Wyoming Community College",2
"1566","CTE",2025-10-31,"Gillette College",5
"1567","CTE",2025-10-31,"Laramie County Community College",12
"1568","CTE",2025-10-31,"Northwest College",1
"1569","CTE",2025-10-31,"Sheridan College",12
"1570","CTE",2025-10-31,"University of Wyoming",12
"1571","CTE",2025-10-31,"Western Wyoming Community College",10
"1572","CTE",2025-11-07,"Casper College",1
"1573","CTE",2025-11-07,"Central Wyoming College",1
"1574","CTE",2025-11-07,"Eastern Wyoming Community College",2
"1575","CTE",2025-11-07,"Gillette College",4
"1576","CTE",2025-11-07,"Laramie County Community College",12
"1577","CTE",2025-11-07,"Northwest College",1
"1578","CTE",2025-11-07,"Sheridan College",12
"1579","CTE",2025-11-07,"University of Wyoming",13
"1580","CTE",2025-11-07,"Western Wyoming Community College",10
"1581","CTE",2025-11-14,"Casper College",1
"1582","CTE",2025-11-14,"Central Wyoming College",1
"1583","CTE",2025-11-14,"Eastern Wyoming Community College",2
"1584","CTE",2025-11-14,"Gillette College",4
"1585","CTE",2025-11-14,"Laramie County Community College",12
"1586","CTE",2025-11-14,"Northwest College",1
"1587","CTE",2025-11-14,"Sheridan College",12
"1588","CTE",2025-11-14,"University of Wyoming",12
"1589","CTE",2025-11-14,"Western Wyoming Community College",10
"1590","CTE",2025-11-21,"Casper College",1
"1591","CTE",2025-11-21,"Central Wyoming College",1
"1592","CTE",2025-11-21,"Eastern Wyoming Community College",1
"1593","CTE",2025-11-21,"Gillette College",4
"1594","CTE",2025-11-21,"Laramie County Community College",12
"1595","CTE",2025-11-21,"Northwest College",1
"1596","CTE",2025-11-21,"Sheridan College",12
"1597","CTE",2025-11-21,"University of Wyoming",12
"1598","CTE",2025-11-21,"Western Wyoming Community College",10
"1599","CTE",2025-11-28,"Casper College",1
"1600","CTE",2025-11-28,"Central Wyoming College",1
"1601","CTE",2025-11-28,"Gillette College",4
"1602","CTE",2025-11-28,"Laramie County Community College",13
"1603","CTE",2025-11-28,"Northwest College",1
"1604","CTE",2025-11-28,"Sheridan College",12
"1605","CTE",2025-11-28,"University of Wyoming",11
"1606","CTE",2025-11-28,"Western Wyoming Community College",10
"1607","CTE",2025-12-05,"Central Wyoming College",1
"1608","CTE",2025-12-05,"Gillette College",4
"1609","CTE",2025-12-05,"Laramie County Community College",13
"1610","CTE",2025-12-05,"Northwest College",1
"1611","CTE",2025-12-05,"Sheridan College",12
"1612","CTE",2025-12-05,"University of Wyoming",12
"1613","CTE",2025-12-05,"Western Wyoming Community College",10
"1614","CTE",2025-12-12,"Central Wyoming College",1
"1615","CTE",2025-12-12,"Gillette College",4
"1616","CTE",2025-12-12,"Laramie County Community College",12
"1617","CTE",2025-12-12,"Northwest College",1
"1618","CTE",2025-12-12,"Sheridan College",12
"1619","CTE",2025-12-12,"University of Wyoming",11
"1620","CTE",2025-12-12,"Western Wyoming Community College",10
"1621","CTE",2025-12-19,"Central Wyoming College",1
"1622","CTE",2025-12-19,"Gillette College",5
"1623","CTE",2025-12-19,"Laramie County Community College",12
"1624","CTE",2025-12-19,"Northwest College",3
"1625","CTE",2025-12-19,"Sheridan College",12
"1626","CTE",2025-12-19,"University of Wyoming",10
"1627","CTE",2025-12-19,"Western Wyoming Community College",10
"1628","CTE",2025-12-26,"Central Wyoming College",1
"1629","CTE",2025-12-26,"Gillette College",5
"1630","CTE",2025-12-26,"Laramie County Community College",12
"1631","CTE",2025-12-26,"Northwest College",3
"1632","CTE",2025-12-26,"Sheridan College",12
"1633","CTE",2025-12-26,"University of Wyoming",13
"1634","CTE",2025-12-26,"Western Wyoming Community College",10
"1635","CTE",2026-01-02,"Central Wyoming College",1
"1636","CTE",2026-01-02,"Gillette College",5
"1637","CTE",2026-01-02,"Laramie County Community College",12
"1638","CTE",2026-01-02,"Northwest College",3
"1639","CTE",2026-01-02,"Sheridan College",12
"1640","CTE",2026-01-02,"University of Wyoming",12
"1641","CTE",2026-01-02,"Western Wyoming Community College",10
"1642","CTE",2026-01-09,"Central Wyoming College",1
"1643","CTE",2026-01-09,"Gillette College",5
"1644","CTE",2026-01-09,"Laramie County Community College",12
"1645","CTE",2026-01-09,"Northwest College",3
"1646","CTE",2026-01-09,"Sheridan College",12
"1647","CTE",2026-01-09,"University of Wyoming",11
"1648","CTE",2026-01-09,"Western Wyoming Community College",11
"1649","CTE",2026-01-16,"Central Wyoming College",1
"1650","CTE",2026-01-16,"Gillette College",5
"1651","CTE",2026-01-16,"Laramie County Community College",12
"1652","CTE",2026-01-16,"Northwest College",1
"1653","CTE",2026-01-16,"Sheridan College",12
"1654","CTE",2026-01-16,"University of Wyoming",10
"1655","CTE",2026-01-16,"Western Wyoming Community College",11
"1656","CTE",2026-01-23,"Casper College",1
"1657","CTE",2026-01-23,"Central Wyoming College",1
"1658","CTE",2026-01-23,"Gillette College",5
"1659","CTE",2026-01-23,"Laramie County Community College",12
"1660","CTE",2026-01-23,"Northwest College",1
"1661","CTE",2026-01-23,"Sheridan College",12
"1662","CTE",2026-01-23,"University of Wyoming",11
"1663","CTE",2026-01-23,"Western Wyoming Community College",11
"1664","CTE",2026-01-30,"Casper College",1
"1665","CTE",2026-01-30,"Gillette College",5
"1666","CTE",2026-01-30,"Laramie County Community College",12
"1667","CTE",2026-01-30,"Northwest College",1
"1668","CTE",2026-01-30,"Sheridan College",12
"1669","CTE",2026-01-30,"University of Wyoming",11
"1670","CTE",2026-01-30,"Western Wyoming Community College",10
"1671","CTE",2026-02-06,"Casper College",1
"1672","CTE",2026-02-06,"Gillette College",5
"1673","CTE",2026-02-06,"Laramie County Community College",13
"1674","CTE",2026-02-06,"Northwest College",1
"1675","CTE",2026-02-06,"Sheridan College",12
"1676","CTE",2026-02-06,"University of Wyoming",12
"1677","CTE",2026-02-06,"Western Wyoming Community College",10
"1678","CTE",2026-02-13,"Casper College",1
"1679","CTE",2026-02-13,"Gillette College",5
"1680","CTE",2026-02-13,"Laramie County Community College",13
"1681","CTE",2026-02-13,"Northwest College",1
"1682","CTE",2026-02-13,"Sheridan College",12
"1683","CTE",2026-02-13,"University of Wyoming",12
"1684","CTE",2026-02-13,"Western Wyoming Community College",8
"1685","CTE",2026-02-20,"Casper College",1
"1686","CTE",2026-02-20,"Gillette College",5
"1687","CTE",2026-02-20,"Laramie County Community College",11
"1688","CTE",2026-02-20,"Northwest College",1
"1689","CTE",2026-02-20,"Sheridan College",12
"1690","CTE",2026-02-20,"University of Wyoming",10
"1691","CTE",2026-02-20,"Western Wyoming Community College",9
"1692","CTE",2026-02-27,"Casper College",1
"1693","CTE",2026-02-27,"Gillette College",5
"1694","CTE",2026-02-27,"Laramie County Community College",12
"1695","CTE",2026-02-27,"Northwest College",1
"1696","CTE",2026-02-27,"Sheridan College",12
"1697","CTE",2026-02-27,"University of Wyoming",10
"1698","CTE",2026-02-27,"Western Wyoming Community College",9
